Date,Price,Open,High,Low,Vol.,detail,Change %
2015:06:26,1201.884,1185.671,1205.973,1183.739,30.116,16.213,1.37%
2015:06:25,1185.671,1182.153,1189.458,1174.73,27.4,3.518,0.30%
2015:06:24,1182.153,1186.314,1187.976,1176.194,17.021,-4.161,-0.35%
2015:06:23,1186.314,1181.694,1190.666,1172.904,25.44,4.62,0.39%
2015:06:22,1181.694,1181.992,1184.526,1176.513,18.025,-0.298,-0.03%
2015:06:19,1181.992,1186.06,1188.136,1175.601,23.988,-4.068,-0.34%
2015:06:18,1186.06,1176.865,1192.416,1175.284,26.301,9.195,0.78%
2015:06:17,1176.865,1174.101,1183.063,1172.614,19.448,2.764,0.24%
2015:06:16,1174.101,1172.012,1177.756,1169.202,25.916,2.089,0.18%
2015:06:15,1172.012,1176.814,1178.664,1162.786,32.55,-4.802,-0.41%
2015:06:12,1176.814,1185.002,1186.38,1173.026,36.596,-8.188,-0.69%
2015:06:11,1185.002,1193.074,1195.574,1179.516,32.35,-8.072,-0.68%
2015:06:10,1193.074,1189.244,1196.41,1185.986,32.022,3.83,0.32%
2015:06:09,1189.244,1190.424,1204.473,1184.486,34.073,-1.18,-0.10%
2015:06:08,1190.424,1188.202,1194.45,1185.845,23.788,2.222,0.19%
2015:06:05,1188.202,1188.061,1192.279,1180.216,27.283,0.141,0.01%
2015:06:04,1188.061,1187.358,1191.078,1183.734,23.21,0.703,0.06%
2015:06:03,1187.358,1207.208,1207.628,1185.614,36.235,-19.85,-1.64%
2015:06:02,1207.208,1205.972,1208.74,1202.949,10.224,1.236,0.10%
2015:06:01,1205.972,1206.256,1215.07,1201.617,24.368,-0.284,-0.02%
2015:05:29,1206.256,1209.864,1212.882,1201.594,22.509,-3.608,-0.30%
2015:05:28,1209.864,1207.822,1213.608,1203.367,27.825,2.042,0.17%
2015:05:27,1207.822,1225.464,1226.053,1205.833,29.376,-17.642,-1.44%
2015:05:26,1225.464,1224.068,1232.473,1221.742,21.148,1.396,0.11%
2015:05:25,1224.068,1221.138,1226.34,1211.179,26.734,2.93,0.24%
2015:05:22,1221.138,1215.747,1227.698,1212.476,32.668,5.391,0.44%
2015:05:21,1215.747,1193.92,1219.038,1191.341,35.083,21.827,1.83%
2015:05:20,1193.92,1184,1197.372,1180.794,22.71,9.92,0.84%
2015:05:19,1184,1188.41,1191.921,1178.97,19.297,-4.41,-0.37%
2015:05:18,1188.41,1184.566,1194.022,1181.695,37.422,3.844,0.32%
2015:05:15,1184.566,1192.22,1192.974,1178.947,27.9,-7.654,-0.64%
2015:05:14,1192.22,1193.327,1197.778,1188.376,29.662,-1.107,-0.09%
2015:05:13,1193.327,1188.413,1199.992,1185.807,22.781,4.914,0.41%
2015:05:12,1188.413,1178.468,1192.956,1177.84,24.991,9.945,0.84%
2015:05:11,1178.468,1184.393,1185.315,1170.193,27.919,-5.925,-0.50%
2015:05:08,1184.393,1204.668,1207.679,1177.148,43.636,-20.275,-1.68%
2015:05:07,1204.668,1212.112,1214.122,1201.484,38.375,-7.444,-0.61%
2015:05:06,1212.112,1202.052,1215.187,1199.292,31.127,10.06,0.84%
2015:05:05,1202.052,1179.482,1207.371,1178.767,32.399,22.57,1.91%
2015:05:04,1179.482,1194.043,1196.104,1175.384,30.144,-14.561,-1.22%
2015:05:01,1194.043,1187.076,1198.096,1184.464,25.126,6.967,0.59%
2015:04:30,1187.076,1202.497,1205.069,1185.808,29.059,-15.421,-1.28%
2015:04:29,1202.497,1195.806,1204.376,1193.206,19.049,6.691,0.56%
2015:04:28,1195.806,1204.42,1209.47,1191.508,30.278,-8.614,-0.72%
2015:04:27,1204.42,1198.59,1207.988,1197.532,31.912,5.83,0.49%
2015:04:24,1198.59,1202.603,1209.232,1194.861,37.475,-4.013,-0.33%
2015:04:23,1202.603,1192.806,1204.726,1188.982,30.457,9.797,0.82%
2015:04:22,1192.806,1198.805,1201.617,1184.1,37.347,-5.999,-0.50%
2015:04:21,1198.805,1207.75,1209.648,1196.472,24.466,-8.945,-0.74%
2015:04:20,1207.75,1194.846,1210.88,1193.334,25.403,12.904,1.08%
2015:04:17,1194.846,1202.61,1203.572,1192.725,23.584,-7.764,-0.65%
2015:04:16,1202.61,1209.192,1212.497,1197.574,33.387,-6.582,-0.54%
2015:04:15,1209.192,1214.84,1215.92,1207.616,20.3,-5.648,-0.46%
2015:04:14,1214.84,1203.206,1224.31,1203.206,28.937,11.634,0.97%
2015:04:13,1203.206,1202.704,1203.206,1202.055,2,0.502,0.04%
2015:04:10,1202.704,1204.091,1207.44,1195.012,27.97,-1.387,-0.12%
2015:04:09,1204.091,1183.644,1208.715,1180.99,29.151,20.447,1.73%
2015:04:08,1183.644,1186.158,1190.888,1178.55,28.313,-2.514,-0.21%
2015:04:07,1186.158,1198.812,1199.912,1182.522,23.9,-12.654,-1.06%
2015:04:06,1198.812,1204.785,1206.374,1192.68,29.787,-5.973,-0.50%
2015:04:03,1204.785,1195.41,1220,1194.626,40.08,9.375,0.78%
2015:04:02,1195.41,1193.314,1199.789,1186.804,27.363,2.096,0.18%
2015:04:01,1193.314,1189.494,1195.172,1185.508,28.792,3.82,0.32%
2015:03:31,1189.494,1182.61,1191.722,1179.412,33.088,6.884,0.58%
2015:03:30,1182.61,1171.208,1188.067,1168.891,34.072,11.402,0.97%
2015:03:27,1171.208,1167.686,1178.013,1159.74,46.904,3.522,0.30%
2015:03:26,1167.686,1149.531,1175.922,1146.044,53.708,18.155,1.58%
2015:03:25,1149.531,1154.73,1160.112,1142.758,30.977,-5.199,-0.45%
2015:03:24,1154.73,1158.6,1164.194,1150.464,22.181,-3.87,-0.33%
2015:03:23,1158.6,1153.716,1161.888,1151.548,25.848,4.884,0.42%
2015:03:20,1153.716,1155.284,1166.751,1148.625,34.066,-1.568,-0.14%
2015:03:19,1155.284,1161.831,1165.328,1147.66,29.562,-6.547,-0.56%
2015:03:18,1161.831,1167.284,1170.608,1155.186,35.264,-5.453,-0.47%
2015:03:17,1167.284,1167.337,1175.507,1165.946,20.811,-0.053,0.00%
2015:03:16,1167.337,1198.389,1200.782,1163.884,48.468,-31.052,-2.59%
2015:03:13,1198.389,1200.342,1209.563,1196.612,25.167,-1.953,-0.16%
2015:03:12,1200.342,1203.82,1209.089,1198.367,29.093,-3.478,-0.29%
2015:03:11,1203.82,1207.046,1214.92,1195.488,35.543,-3.226,-0.27%
2015:03:10,1207.046,1213.14,1223.353,1204.778,33.782,-6.094,-0.50%
2015:03:09,1213.14,1209.356,1219.485,1204.545,61.393,3.784,0.31%
2015:03:06,1209.356,1205.015,1220.115,1203.703,76.205,4.341,0.36%
2015:03:05,1205.015,1200.599,1211.916,1200.129,55.641,4.416,0.37%
2015:03:04,1200.599,1201.898,1204.64,1190.39,89.875,-1.299,-0.11%
2015:03:03,1201.898,1201.618,1210.522,1190.568,84.777,0.28,0.02%
2015:03:02,1201.618,1206.794,1215.562,1198.176,90.084,-5.176,-0.43%
2015:02:27,1206.794,1212.476,1223.152,1205.474,87.462,-5.682,-0.47%
2015:02:26,1212.476,1209.858,1213.676,1197.654,86.068,2.618,0.22%
2015:02:25,1209.858,1231.182,1234.079,1203.865,89.861,-21.324,-1.73%
2015:02:24,1231.182,1229.776,1237.151,1227.6,38.236,1.406,0.11%
2015:02:23,1229.776,1222.064,1235.076,1221.83,63.762,7.712,0.63%
2015:02:20,1222.064,1218.732,1233.256,1216.884,84.843,3.332,0.27%
2015:02:19,1218.732,1233.507,1238.89,1216.657,71.209,-14.775,-1.20%
2015:02:18,1233.507,1239.106,1245.959,1230.988,70.049,-5.599,-0.45%
2015:02:17,1239.106,1234.459,1243.79,1234.352,54.789,4.647,0.38%
2015:02:16,1234.459,1264.778,1268.9,1228.376,146.732,-30.319,-2.40%
2015:02:13,1264.778,1269.155,1274.482,1256.197,103.801,-4.377,-0.34%
2015:02:12,1269.155,1260.355,1272.987,1256.682,134.326,8.8,0.70%
2015:02:11,1260.355,1274.271,1286.192,1255.604,144.176,-13.916,-1.09%
2015:02:10,1274.271,1283.956,1283.956,1266.328,105.815,-9.685,-0.75%
2015:02:09,1283.956,1257.546,1284.859,1257.168,117.436,26.41,2.10%
2015:02:06,1257.546,1284.44,1286.033,1251.904,164.829,-26.894,-2.09%
2015:02:05,1284.44,1292.106,1293.805,1279.692,107.075,-7.666,-0.59%
2015:02:04,1292.106,1281.332,1297.696,1272.344,124.753,10.774,0.84%
2015:02:03,1281.332,1294.714,1299.38,1275.934,126.478,-13.382,-1.03%
2015:02:02,1294.714,1302.584,1302.88,1284.414,104.939,-7.87,-0.60%
2015:01:30,1302.584,1293.182,1307.792,1279.324,175.619,9.402,0.73%
2015:01:29,1293.182,1295.212,1305.737,1284.658,150.683,-2.03,-0.16%
2015:01:28,1295.212,1277.036,1297.219,1274.148,137.68,18.176,1.42%
2015:01:27,1277.036,1280.197,1281.784,1272.101,81.307,-3.161,-0.25%
2015:01:26,1280.197,1262.595,1282.174,1255.084,240.772,17.602,1.39%
2015:01:23,1262.595,1228.537,1266.896,1226.138,353.476,34.058,2.77%
2015:01:22,1228.537,1230.634,1244.554,1225.085,174.509,-2.097,-0.17%
2015:01:21,1230.634,1233.637,1244.386,1227.292,127.627,-3.003,-0.24%
2015:01:20,1233.637,1223.334,1235.982,1217.618,88.693,10.303,0.84%
2015:01:19,1223.334,1208.949,1224.304,1206.939,112.945,14.385,1.19%
2015:01:16,1208.949,1211.577,1216.862,1204.502,77.179,-2.628,-0.22%
2015:01:15,1211.577,1218.675,1219.448,1208.968,103.66,-7.098,-0.58%
2015:01:14,1218.675,1204.766,1223.276,1201.797,127.74,13.909,1.15%
2015:01:13,1204.766,1188.773,1207.662,1178.311,69.349,15.993,1.35%
2015:01:12,1188.773,1182.789,1195.137,1167.624,31.203,5.984,0.51%
2015:01:09,1182.789,1200.53,1203.925,1181.938,17.717,-17.741,-1.48%
2015:01:08,1200.53,1183.253,1211.008,1180.766,106.075,17.277,1.46%
2015:01:07,1183.253,1196.531,1197.704,1178.976,73.694,-13.278,-1.11%
2015:01:06,1196.531,1174.576,1199.26,1174.576,107.4,21.955,1.87%
2015:01:05,1174.576,1176.614,1181.23,1172.916,37.77,-2.038,-0.17%
2015:01:02,1176.614,1176.296,1185.094,1172.646,78.204,0.318,0.03%
2015:01:01,1176.296,1195.666,1203.674,1170.802,106.258,-19.37,-1.62%
2014:12:31,1195.666,1198.616,1201.478,1193.714,79.095,-2.95,-0.25%
2014:12:30,1198.616,1189.842,1214.058,1188.523,141.042,8.774,0.74%
2014:12:29,1189.842,1196.988,1203.102,1183.268,232.913,-7.146,-0.60%
2014:12:26,1196.988,1193.278,1223.669,1187.465,274.968,3.71,0.31%
2014:12:25,1193.278,1222.462,1224.377,1190.805,129.41,-29.184,-2.39%
2014:12:24,1222.462,1227.866,1228.34,1214.353,110.83,-5.404,-0.44%
2014:12:23,1227.866,1226.315,1232.944,1216.02,84.406,1.551,0.13%
2014:12:22,1226.315,1231.154,1238.352,1224.786,76.535,-4.839,-0.39%
2014:12:19,1231.154,1203.378,1238.385,1199.445,90.807,27.776,2.31%
2014:12:18,1203.378,1192.046,1208.994,1187.154,46.212,11.332,0.95%
2014:12:17,1192.046,1205.235,1207.786,1186.042,67.636,-13.189,-1.09%
2014:12:16,1205.235,1209.515,1213.606,1201.244,61.898,-4.28,-0.35%
2014:12:15,1209.515,1198.432,1215.356,1194.057,55.729,11.083,0.92%
2014:12:12,1198.432,1211.994,1213.184,1191.934,76.487,-13.562,-1.12%
2014:12:11,1211.994,1167.046,1221.444,1142.784,163.945,44.948,3.85%
2014:12:10,1167.046,1190.956,1194.012,1165.249,61.755,-23.91,-2.01%
2014:12:09,1190.956,1197.876,1199.812,1185.723,42.601,-6.92,-0.58%
2014:12:08,1197.876,1200.664,1202.667,1194.896,29.125,-2.788,-0.23%
2014:12:05,1200.664,1197.11,1203.098,1190.418,51.956,3.554,0.30%
2014:12:04,1197.11,1201.524,1204.486,1192.894,40.993,-4.414,-0.37%
2014:12:03,1201.524,1193.722,1208.087,1186.909,73.025,7.802,0.65%
2014:12:02,1193.722,1182.572,1197.342,1176.923,78.391,11.15,0.94%
2014:12:01,1182.572,1196.82,1202.377,1175.326,226.178,-14.248,-1.19%
2014:11:28,1196.82,1186.46,1204.863,1183.528,149.236,10.36,0.87%
2014:11:27,1186.46,1189.108,1194.462,1181.562,186.841,-2.648,-0.22%
2014:11:26,1189.108,1162.642,1193.828,1146.862,264.127,26.466,2.28%
2014:11:25,1162.642,1162.874,1168.73,1153.857,148.842,-0.232,-0.02%
2014:11:24,1162.874,1163.965,1170.309,1157.338,135.034,-1.091,-0.09%
2014:11:21,1163.965,1151.92,1173.486,1146.17,184.129,12.045,1.05%
2014:11:20,1151.92,1177.585,1178.764,1147.394,137.185,-25.665,-2.18%
2014:11:19,1177.585,1142.052,1178.964,1131.306,231.033,35.533,3.11%
2014:11:18,1142.052,1140.514,1149.771,1138.134,139.815,1.538,0.13%
2014:11:17,1140.514,1168.3,1169.816,1137.78,196.97,-27.786,-2.38%
2014:11:14,1168.3,1165.648,1175.8,1164.046,90.975,2.652,0.23%
2014:11:13,1165.648,1173.157,1173.974,1161.608,98.699,-7.509,-0.64%
2014:11:12,1173.157,1198.908,1202.883,1161.098,182.206,-25.751,-2.15%
2014:11:11,1198.908,1211.82,1216.94,1195.968,86.979,-12.912,-1.07%
2014:11:10,1211.82,1228.55,1230.734,1208.484,51.908,-16.73,-1.36%
2014:11:07,1228.55,1226.674,1235.824,1222.507,65.632,1.876,0.15%
2014:11:06,1226.674,1231.204,1232.072,1225.609,37.514,-4.53,-0.37%
2014:11:05,1231.204,1231.838,1234.515,1228.634,41.203,-0.634,-0.05%
2014:11:04,1231.838,1241.383,1244.71,1226.396,70.27,-9.545,-0.77%
2014:11:03,1241.383,1248.969,1250.047,1240.573,62.84,-7.586,-0.61%
2014:10:31,1248.969,1246.812,1255.398,1245.367,85.129,2.157,0.17%
2014:10:30,1246.812,1238.582,1248.749,1234.638,49.288,8.23,0.66%
2014:10:29,1238.582,1239.044,1241.796,1231.814,70.056,-0.462,-0.04%
2014:10:28,1239.044,1241.848,1245.384,1235.21,143.299,-2.804,-0.23%
2014:10:27,1241.848,1232.728,1249.823,1222.026,192.199,9.12,0.74%
2014:10:24,1232.728,1235.85,1238.537,1230.97,65.745,-3.122,-0.25%
2014:10:23,1235.85,1223.059,1237.77,1223.059,67.803,12.791,1.05%
2014:10:22,1223.059,1224.442,1225.574,1217.478,83.316,-1.383,-0.11%
2014:10:21,1224.442,1221.146,1233.562,1219.042,89.79,3.296,0.27%
2014:10:20,1221.146,1208.926,1224.378,1204.989,100.409,12.22,1.01%
2014:10:17,1208.926,1207.296,1213.476,1202.914,101.959,1.63,0.14%
2014:10:16,1207.296,1191.29,1209.153,1183.106,73.509,16.006,1.34%
2014:10:15,1191.29,1214.466,1215.515,1190.077,100.286,-23.176,-1.91%
2014:10:14,1214.466,1213.79,1223.212,1208.79,103.774,0.676,0.06%
2014:10:13,1213.79,1208.127,1219.428,1204.834,95.748,5.663,0.47%
2014:10:10,1208.127,1215.754,1220.214,1204.453,111.736,-7.627,-0.63%
2014:10:09,1215.754,1218.319,1223.423,1214.963,50.378,-2.565,-0.21%
2014:10:08,1218.319,1221.655,1231.502,1212.36,74.067,-3.336,-0.27%
2014:10:07,1221.655,1216.963,1224.787,1207,101.166,4.692,0.39%
2014:10:06,1216.963,1223.485,1226.3,1215.741,60.157,-6.522,-0.53%
2014:10:03,1223.485,1215.146,1235.312,1213.95,70.458,8.339,0.69%
2014:10:02,1215.146,1215.764,1220.608,1208.177,62.283,-0.618,-0.05%
2014:10:01,1215.764,1225.062,1228.684,1213.836,103.786,-9.298,-0.76%
2014:09:30,1225.062,1223.417,1228.1,1215.586,75.049,1.645,0.13%
2014:09:29,1223.417,1235.556,1239.579,1221.5,89.603,-12.139,-0.98%
2014:09:26,1235.556,1233.342,1242.012,1231.772,46.766,2.214,0.18%
2014:09:25,1233.342,1229.414,1238.656,1225.67,40.804,3.928,0.32%
2014:09:24,1229.414,1240.916,1241.881,1227.634,53.032,-11.502,-0.93%
2014:09:23,1240.916,1249.826,1250.628,1234.952,65.041,-8.91,-0.71%
2014:09:22,1249.826,1255.346,1257.839,1243.921,52.621,-5.52,-0.44%
2014:09:19,1255.346,1255.396,1258.321,1247.537,46.053,-0.05,0.00%
2014:09:18,1255.396,1269.11,1271.91,1251.531,35.467,-13.714,-1.08%
2014:09:17,1269.11,1261.562,1273.966,1257.259,50.414,7.548,0.60%
2014:09:16,1261.562,1269.3,1277.374,1260.666,76.716,-7.738,-0.61%
2014:09:15,1269.3,1265.442,1271.641,1261.224,43.776,3.858,0.30%
2014:09:12,1265.442,1287.226,1287.916,1262.527,58.964,-21.784,-1.69%
2014:09:11,1287.226,1287.584,1289.994,1285.026,12.465,-0.358,-0.03%
2014:09:10,1287.584,1289.666,1291.398,1283.436,30.117,-2.082,-0.16%
2014:09:09,1289.666,1282.828,1296.722,1282.158,50.033,6.838,0.53%
2014:09:08,1282.828,1281.418,1287.409,1280.133,24.826,1.41,0.11%
2014:09:05,1281.418,1276.918,1291.096,1275.256,44.571,4.5,0.35%
2014:09:04,1276.918,1281.142,1281.705,1269.184,25.946,-4.224,-0.33%
2014:09:03,1281.142,1276.921,1283.144,1274.364,37.376,4.221,0.33%
2014:09:02,1276.921,1291.75,1292.131,1273.055,53.305,-14.829,-1.15%
2014:09:01,1291.75,1295.758,1298.368,1287.818,32.664,-4.008,-0.31%
2014:08:29,1295.758,1298.441,1302.558,1293.968,27.493,-2.683,-0.21%
2014:08:28,1298.441,1305.024,1305.024,1295.708,29.921,-6.583,-0.50%
2014:08:27,1305.024,1313.412,1315.256,1292.283,126.072,-8.388,-0.64%
2014:08:26,1313.412,1312.679,1319.826,1308.83,91.756,0.733,0.06%
2014:08:25,1312.679,1309.614,1315.188,1304.799,64.128,3.065,0.23%
2014:08:22,1309.614,1308.578,1317.964,1305.73,52.145,1.036,0.08%
2014:08:21,1308.578,1309.878,1311.692,1305.169,45.26,-1.3,-0.10%
2014:08:20,1309.878,1312.72,1322.912,1305.682,112.312,-2.842,-0.22%
2014:08:19,1312.72,1305.818,1314.564,1301.908,80.663,6.902,0.53%
2014:08:18,1305.818,1289.009,1309.609,1287.734,114.769,16.809,1.30%
2014:08:15,1289.009,1288.23,1294.019,1282.499,92.286,0.779,0.06%
2014:08:14,1288.23,1294.486,1295.504,1286.206,63.013,-6.256,-0.48%
2014:08:13,1294.486,1282.916,1297.615,1280.206,128.54,11.57,0.90%
2014:08:12,1282.916,1296.08,1297.48,1281.016,118.13,-13.164,-1.02%
2014:08:11,1296.08,1299.313,1303.865,1291.998,117.279,-3.233,-0.25%
2014:08:08,1299.313,1303.871,1312.315,1296.176,122.127,-4.558,-0.35%
2014:08:07,1303.871,1306.378,1309.39,1301.38,99.064,-2.507,-0.19%
2014:08:06,1306.378,1293.569,1309.244,1291.001,82.941,12.809,0.99%
2014:08:05,1293.569,1304.622,1305.412,1287.842,129.065,-11.053,-0.85%
2014:08:04,1304.622,1306.458,1311.351,1303.154,69.927,-1.836,-0.14%
2014:08:01,1306.458,1312.605,1315.826,1301.632,109.834,-6.147,-0.47%
2014:07:31,1312.605,1311.174,1318.398,1307.39,71.918,1.431,0.11%
2014:07:30,1311.174,1319.138,1324.784,1304.578,111.05,-7.964,-0.60%
2014:07:29,1319.138,1299.43,1324.691,1297.676,160.414,19.708,1.52%
2014:07:28,1299.43,1293.747,1303.84,1292.734,90.774,5.683,0.44%
2014:07:25,1293.747,1307.324,1313.836,1292.284,138.663,-13.577,-1.04%
2014:07:24,1307.324,1337.936,1339.861,1303.05,167.035,-30.612,-2.29%
2014:07:23,1337.936,1335.851,1339.39,1333.698,64.005,2.085,0.16%
2014:07:22,1335.851,1327.948,1345.361,1324.345,116.759,7.903,0.60%
2014:07:21,1327.948,1319.216,1332.754,1317.8,86.532,8.732,0.66%
2014:07:18,1319.216,1319.935,1324.913,1313.523,65.426,-0.719,-0.05%
2014:07:17,1319.935,1320.308,1321.086,1311.942,55.243,-0.373,-0.03%
2014:07:16,1320.308,1319.486,1323.293,1318.819,37.327,0.822,0.06%
2014:07:15,1319.486,1326.726,1327.717,1308.906,102.276,-7.24,-0.55%
2014:07:14,1326.726,1326.152,1332.128,1321.302,65.115,0.574,0.04%
2014:07:11,1326.152,1327.149,1333.303,1323.602,88.041,-0.997,-0.08%
2014:07:10,1327.149,1315.417,1329.628,1310.491,76.496,11.732,0.89%
2014:07:09,1315.417,1316.447,1322.386,1312.636,89.808,-1.03,-0.08%
2014:07:08,1316.447,1319.037,1319.981,1306.219,116.235,-2.59,-0.20%
2014:07:07,1319.037,1318.274,1325.002,1306.84,95.987,0.763,0.06%
2014:07:04,1318.274,1317.47,1326.052,1313.898,89.309,0.804,0.06%
2014:07:03,1317.47,1314.742,1318.61,1310.054,88.219,2.728,0.21%
2014:07:02,1314.742,1320.276,1322.086,1306.502,148.675,-5.534,-0.42%
2014:07:01,1320.276,1277.527,1321.589,1276.042,151.717,42.749,3.35%
2014:06:30,1277.527,1270.768,1278.595,1266.35,77.681,6.759,0.53%
2014:06:27,1270.768,1271.964,1273.445,1258.546,83.057,-1.196,-0.09%
2014:06:26,1271.964,1277.201,1285.046,1270.597,97.837,-5.237,-0.41%
2014:06:25,1277.201,1273.533,1278.084,1270.916,72.786,3.668,0.29%
2014:06:24,1273.533,1261.189,1274.919,1260.03,90.9,12.344,0.98%
2014:06:23,1261.189,1260.057,1265.358,1258.086,48.323,1.132,0.09%
2014:06:20,1260.057,1252.163,1263.908,1250.407,61.98,7.894,0.63%
2014:06:19,1252.163,1253.124,1257.169,1251.638,57.613,-0.961,-0.08%
2014:06:18,1253.124,1253.673,1257.966,1245.852,106.037,-0.549,-0.04%
2014:06:17,1253.673,1244.026,1258.07,1241.076,101.976,9.647,0.78%
2014:06:16,1244.026,1244.977,1249.098,1242.995,60.191,-0.951,-0.08%
2014:06:13,1244.977,1243.737,1247.871,1240.374,70.293,1.24,0.10%
2014:06:12,1243.737,1249.669,1250.996,1241.058,128.573,-5.932,-0.47%
2014:06:11,1249.669,1255.704,1260.532,1242.292,175.4,-6.035,-0.48%
2014:06:10,1255.704,1258.112,1260.688,1251.462,174.654,-2.408,-0.19%
2014:06:09,1258.112,1264.664,1267.258,1256.014,158.075,-6.552,-0.52%
2014:06:06,1264.664,1292.602,1293.481,1264.417,233.727,-27.938,-2.16%
2014:06:05,1292.602,1292.368,1294.322,1290.866,66.459,0.234,0.02%
2014:06:04,1292.368,1294.124,1295.639,1286.718,139.185,-1.756,-0.14%
2014:06:03,1294.124,1292.003,1303.858,1290.14,181.448,2.121,0.16%
2014:06:02,1292.003,1294.238,1296.332,1283.382,168.087,-2.235,-0.17%
2014:05:30,1294.238,1293.08,1297.034,1286.008,189.305,1.158,0.09%
2014:05:29,1293.08,1293.218,1305.575,1289.433,162.082,-0.138,-0.01%
2014:05:28,1293.218,1296.198,1298.392,1287.798,157.188,-2.98,-0.23%
2014:05:27,1296.198,1306.044,1307.256,1290.922,209.684,-9.846,-0.75%
2014:05:26,1306.044,1293.641,1309.194,1291.622,155.653,12.403,0.96%
2014:05:23,1293.641,1295.801,1298.878,1289.113,172.986,-2.16,-0.17%
2014:05:22,1295.801,1288.777,1304.072,1277.631,167.463,7.024,0.55%
2014:05:21,1288.777,1289.412,1294.529,1285.562,145.077,-0.635,-0.05%
2014:05:20,1289.412,1289.878,1295.535,1284.933,199.57,-0.466,-0.04%
2014:05:19,1289.878,1308.17,1314.706,1286.618,219.189,-18.292,-1.40%
2014:05:16,1308.17,1310.02,1314.178,1304.417,162.09,-1.85,-0.14%
2014:05:15,1310.02,1299.661,1315.704,1299.513,191.95,10.359,0.80%
2014:05:14,1299.661,1284.262,1304.826,1273.726,268.796,15.399,1.20%
2014:05:13,1284.262,1291.45,1293.033,1277.368,129.483,-7.188,-0.56%
2014:05:12,1291.45,1296.034,1298.298,1284.962,137.116,-4.584,-0.35%
2014:05:09,1296.034,1296.665,1301.504,1286.376,89.257,-0.631,-0.05%
2014:05:08,1296.665,1302.879,1306.628,1292.092,82.669,-6.214,-0.48%
2014:05:07,1302.879,1293.348,1305.168,1290.472,95.436,9.531,0.74%
2014:05:06,1293.348,1283.626,1298.874,1268.602,163.319,9.722,0.76%
2014:05:05,1283.626,1283.946,1289.127,1280.992,74.51,-0.32,-0.02%
2014:05:02,1283.946,1289.966,1292.974,1276.496,91.437,-6.02,-0.47%
2014:05:01,1289.966,1295.79,1302.036,1281.975,152.585,-5.824,-0.45%
2014:04:30,1295.79,1295.074,1295.877,1295.074,1,0.716,0.06%
2014:04:29,1295.074,1302.584,1304.304,1293.195,84.046,-7.51,-0.58%
2014:04:28,1302.584,1302.847,1307.138,1293.616,129.25,-0.263,-0.02%
2014:04:25,1302.847,1328.236,1328.336,1282.236,170.295,-25.389,-1.91%
2014:04:24,1328.236,1318.612,1331.26,1318.612,90.025,9.624,0.73%
2014:04:23,1318.612,1319.022,1323.979,1314.112,83.225,-0.41,-0.03%
2014:04:22,1319.022,1311.868,1324.66,1310.884,111.201,7.154,0.55%
2014:04:21,1311.868,1308.628,1315.221,1300.985,119.844,3.24,0.25%
2014:04:18,1308.628,1297.12,1314.476,1296.5,79.206,11.508,0.89%
2014:04:17,1297.12,1303.422,1304.235,1295.74,44.069,-6.302,-0.48%
2014:04:16,1303.422,1286.672,1307,1284.299,121.143,16.75,1.30%
2014:04:15,1286.672,1289.796,1293.989,1281.763,96.781,-3.124,-0.24%
2014:04:14,1289.796,1278.946,1294.615,1278.694,82.628,10.85,0.85%
2014:04:11,1278.946,1284.006,1288.132,1277.827,87.791,-5.06,-0.39%
2014:04:10,1284.006,1294.972,1298.63,1282.466,110.817,-10.966,-0.85%
2014:04:09,1294.972,1291.332,1298.86,1285.803,157.909,3.64,0.28%
2014:04:08,1291.332,1304.643,1306.932,1289.18,156.336,-13.311,-1.02%
2014:04:07,1304.643,1311.19,1316.494,1298.794,142.094,-6.547,-0.50%
2014:04:04,1311.19,1308.893,1317.442,1305.664,135.402,2.297,0.18%
2014:04:03,1308.893,1334.569,1335.383,1307.984,168.112,-25.676,-1.92%
2014:04:02,1334.569,1327.94,1342.568,1327.73,130.874,6.629,0.50%
2014:04:01,1327.94,1329.654,1334.718,1320.579,166.828,-1.714,-0.13%
2014:03:31,1329.654,1355.672,1359.798,1327.709,199.089,-26.018,-1.92%
2014:03:28,1355.672,1367.349,1367.958,1350.852,143.101,-11.677,-0.85%
2014:03:27,1367.349,1383.248,1392.324,1361.998,150.914,-15.899,-1.15%
2014:03:26,1383.248,1370.341,1388.125,1368.002,170.098,12.907,0.94%
2014:03:25,1370.341,1366.826,1375.088,1364.655,135.169,3.515,0.26%
2014:03:24,1366.826,1348.848,1371.028,1345.52,166.167,17.978,1.33%
2014:03:21,1348.848,1339.782,1352.656,1337.814,117.712,9.066,0.68%
2014:03:20,1339.782,1340.082,1344.72,1328.152,118.917,-0.3,-0.02%
2014:03:19,1340.082,1350.807,1353.085,1327.812,181.486,-10.725,-0.79%
2014:03:18,1350.807,1336.921,1353.853,1331.27,110.474,13.886,1.04%
2014:03:17,1336.921,1334.486,1341.946,1332.732,89.639,2.435,0.18%
2014:03:14,1334.486,1350.59,1352.664,1331.35,146.386,-16.104,-1.19%
2014:03:13,1350.59,1326.561,1354.85,1326.561,169.287,24.029,1.81%
2014:03:12,1326.561,1331.082,1333.401,1319.643,127.103,-4.521,-0.34%
2014:03:11,1331.082,1330.626,1336.292,1323.879,110.885,0.456,0.03%
2014:03:10,1330.626,1340.64,1345.49,1322.617,137.673,-10.014,-0.75%
