Date,Price,Open,High,Low,Vol.,detail,Change %
2020:02:26,1583.846,1576.088,1585.08,1573.164,17.474,7.758,0.49%
2020:02:25,1576.088,1565.846,1578.382,1565.674,28.113,10.242,0.65%
2020:02:24,1565.846,1567.848,1570.502,1561.984,16.772,-2.002,-0.13%
2020:02:21,1567.848,1572.216,1574.098,1562.206,22.268,-4.368,-0.28%
2020:02:20,1572.216,1570.384,1577.056,1568.096,24.964,1.832,0.12%
2020:02:19,1570.384,1566.68,1574.121,1560.463,33.845,3.704,0.24%
2020:02:18,1566.68,1556.204,1568.34,1552.556,27.519,10.476,0.67%
2020:02:17,1556.204,1552.917,1562.431,1547.554,38.631,3.287,0.21%
2020:02:14,1552.917,1576.731,1579.673,1549.15,35.492,-23.814,-1.51%
2020:02:13,1576.731,1589.975,1592.168,1569.661,45.732,-13.244,-0.83%
2020:02:12,1589.975,1574.296,1590.55,1571.045,43.615,15.679,1.00%
2020:02:11,1574.296,1576.896,1586.026,1572.39,45.084,-2.6,-0.16%
2020:02:10,1576.896,1567.322,1578.036,1563.471,29.297,9.574,0.61%
2020:02:07,1567.322,1581.937,1583.102,1565.599,30.674,-14.615,-0.92%
2020:02:06,1581.937,1571.724,1588.632,1571.724,45.449,10.213,0.65%
2020:02:05,1571.724,1562.813,1575.929,1556.629,32.056,8.911,0.57%
2020:02:04,1562.813,1558.965,1567.974,1551.987,30.047,3.848,0.25%
2020:02:03,1558.965,1558.168,1559.293,1550.281,17.979,0.797,0.05%
2020:01:31,1558.168,1560.897,1568.696,1546.403,30.474,-2.729,-0.17%
2020:01:30,1560.897,1557.304,1562.802,1556.458,6.775,3.593,0.23%
2020:01:29,1557.304,1552.474,1561.298,1549.465,17.742,4.83,0.31%
2020:01:28,1552.474,1556.248,1558.136,1548.099,17.463,-3.774,-0.24%
2020:01:27,1556.248,1546.423,1558.21,1546.07,22.769,9.825,0.64%
2020:01:24,1546.423,1548.03,1548.934,1536.016,28.58,-1.607,-0.10%
2020:01:23,1548.03,1562.212,1562.212,1546.578,22.087,-14.182,-0.91%
2020:01:22,1562.212,1552.426,1563.182,1545.784,26.68,9.786,0.63%
2020:01:21,1552.426,1556.43,1561.38,1540.256,40.069,-4.004,-0.26%
2020:01:20,1556.43,1574.282,1611.498,1552.366,103.298,-17.852,-1.13%
2020:01:17,1574.282,1565.916,1577.392,1555.388,37.514,8.366,0.53%
2020:01:16,1565.916,1552.394,1589.739,1552.394,49.856,13.522,0.87%
2020:01:15,1552.394,1529.108,1553.537,1528.035,37.995,23.286,1.52%
2020:01:14,1529.108,1517.111,1531.414,1517.111,18.231,11.997,0.79%
2020:01:13,1517.111,1515.07,1525.376,1514.804,16.736,2.041,0.13%
2020:01:10,1515.07,1511.131,1516.184,1510.88,12.274,3.939,0.26%
2020:01:09,1511.131,1511.092,1515.32,1507.422,15.225,0.039,0.00%
2020:01:08,1511.092,1499.402,1512.65,1497.573,16.951,11.69,0.78%
2020:01:07,1499.402,1485.525,1500.555,1484.46,11.49,13.877,0.93%
2020:01:06,1485.525,1478.088,1486.217,1477.587,9.97,7.437,0.50%
2020:01:03,1478.088,1478.907,1481.053,1475.918,8.686,-0.819,-0.06%
2020:01:02,1478.907,1475.47,1481.762,1473.362,10.984,3.437,0.23%
2020:01:01,1475.47,1476.186,1479.362,1470.58,12.185,-0.716,-0.05%
2019:12:31,1476.186,1476.195,1480.561,1474.331,10.531,-0.009,0.00%
2019:12:30,1476.195,1476.328,1479.926,1473.283,12.816,-0.133,-0.01%
2019:12:27,1476.328,1469.874,1478.082,1461.879,36.187,6.454,0.44%
2019:12:26,1469.874,1474.618,1486.783,1464.162,31.381,-4.744,-0.32%
2019:12:25,1474.618,1464.402,1478.966,1462.848,17.651,10.216,0.70%
2019:12:24,1464.402,1461.51,1469.222,1460.183,15.13,2.892,0.20%
2019:12:23,1461.51,1460.413,1465.411,1459.21,10.461,1.097,0.08%
2019:12:20,1460.413,1475.911,1479.85,1458.906,20.91,-15.498,-1.05%
2019:12:19,1475.911,1474.758,1480.336,1472.968,19.998,1.153,0.08%
2019:12:18,1474.758,1477.194,1484.085,1471.509,26.475,-2.436,-0.16%
2019:12:17,1477.194,1462.719,1481.814,1460.016,26.071,14.475,0.99%
2019:12:16,1462.719,1463.989,1465.456,1454.178,21.224,-1.27,-0.09%
2019:12:13,1463.989,1456.059,1466.461,1453.15,13.716,7.93,0.54%
2019:12:12,1456.059,1454.47,1458.319,1454.31,6.973,1.589,0.11%
2019:12:11,1454.47,1461.302,1461.964,1452.706,14.229,-6.832,-0.47%
2019:12:10,1461.302,1455.193,1462.874,1450.186,16.468,6.109,0.42%
2019:12:09,1455.193,1462.617,1462.617,1454.226,14.555,-7.424,-0.51%
2019:12:06,1462.617,1464.545,1473.248,1461.477,21.056,-1.928,-0.13%
2019:12:05,1464.545,1471.626,1475.676,1462.511,29.651,-7.081,-0.48%
2019:12:04,1471.626,1472.433,1478.739,1466.024,28.185,-0.807,-0.05%
2019:12:03,1472.433,1471.193,1475.395,1464.876,21.378,1.24,0.08%
2019:12:02,1471.193,1468.162,1473.912,1456.458,21.858,3.031,0.21%
2019:11:29,1468.162,1471.326,1471.438,1462.61,17.765,-3.164,-0.22%
2019:11:28,1471.326,1463.334,1474.604,1461.202,23.12,7.992,0.55%
2019:11:27,1463.334,1456.284,1467.083,1455.872,26.423,7.05,0.48%
2019:11:26,1456.284,1455.951,1460.445,1445.707,30.856,0.333,0.02%
2019:11:25,1455.951,1459.262,1466.484,1448.303,18.96,-3.311,-0.23%
2019:11:22,1459.262,1468.578,1472.906,1456.322,34.03,-9.316,-0.63%
2019:11:21,1468.578,1490.408,1492.157,1460.639,37.791,-21.83,-1.46%
2019:11:20,1490.408,1483.449,1494.254,1482.489,21.976,6.959,0.47%
2019:11:19,1483.449,1509.559,1509.712,1479.481,29.572,-26.11,-1.73%
2019:11:18,1509.559,1514.325,1514.879,1504.548,18.971,-4.766,-0.31%
2019:11:15,1514.325,1512.578,1516.171,1503.409,26.454,1.747,0.12%
2019:11:14,1512.578,1495.612,1514.146,1493.841,27.058,16.966,1.13%
2019:11:13,1495.612,1487.765,1496.723,1481.264,28.876,7.847,0.53%
2019:11:12,1487.765,1492.682,1494.853,1483.596,21.428,-4.917,-0.33%
2019:11:11,1492.682,1504.52,1508.284,1490.136,21.752,-11.838,-0.79%
2019:11:08,1504.52,1503.459,1517.974,1500.725,25.08,1.061,0.07%
2019:11:07,1503.459,1492.069,1503.99,1488.085,22.303,11.39,0.76%
2019:11:06,1492.069,1487.76,1496.272,1487.76,17.609,4.309,0.29%
2019:11:05,1487.76,1484.492,1489.054,1480.961,19.708,3.268,0.22%
2019:11:04,1484.492,1490.44,1495.258,1481.627,23.005,-5.948,-0.40%
2019:11:01,1490.44,1492,1494.156,1485.07,21.144,-1.56,-0.10%
2019:10:31,1492,1489.954,1497.288,1483.526,31.401,2.046,0.14%
2019:10:30,1489.954,1481.132,1491.629,1477.228,34.919,8.822,0.60%
2019:10:29,1481.132,1493.275,1498.486,1477.345,29.916,-12.143,-0.81%
2019:10:28,1493.275,1488.966,1497.149,1482.934,23.844,4.309,0.29%
2019:10:25,1488.966,1493.534,1503.248,1474.094,54.533,-4.568,-0.31%
2019:10:24,1493.534,1505.624,1517.108,1491.302,53.65,-12.09,-0.80%
2019:10:23,1505.624,1505.452,1512.474,1499.939,34.991,0.172,0.01%
2019:10:22,1505.452,1493.207,1509.746,1487.172,50.569,12.245,0.82%
2019:10:21,1493.207,1504.738,1512.482,1488.128,31.314,-11.531,-0.77%
2019:10:18,1504.738,1504.88,1515.82,1495.848,47.366,-0.142,-0.01%
2019:10:17,1504.88,1499.86,1519.651,1495.922,59.124,5.02,0.33%
2019:10:16,1499.86,1478.934,1505.186,1474.638,48.314,20.926,1.41%
2019:10:15,1478.934,1472.512,1487.256,1459.17,51.194,6.422,0.44%
2019:10:14,1472.512,1497.199,1500.498,1464.558,45.903,-24.687,-1.65%
2019:10:11,1497.199,1504.544,1507.482,1487.105,49.792,-7.345,-0.49%
2019:10:10,1504.544,1503.634,1512.382,1500.4,36.922,0.91,0.06%
2019:10:09,1503.634,1532.298,1535.102,1500.562,44.236,-28.664,-1.87%
2019:10:08,1532.298,1522.14,1535.668,1515.71,41.76,10.158,0.67%
2019:10:07,1522.14,1516.975,1526.798,1511.131,33.421,5.165,0.34%
2019:10:04,1516.975,1498.727,1517.06,1498.132,25.319,18.248,1.22%
2019:10:03,1498.727,1494.022,1504.556,1489.202,30.175,4.705,0.31%
2019:10:02,1494.022,1501.384,1511.661,1483.311,44.286,-7.362,-0.49%
2019:10:01,1501.384,1498.555,1507.086,1493.566,31.406,2.829,0.19%
2019:09:30,1498.555,1488.747,1512.07,1488.747,47.059,9.808,0.66%
2019:09:27,1488.747,1499.031,1509.042,1485.965,40.575,-10.284,-0.69%
2019:09:26,1499.031,1496.81,1524.25,1489.358,57.517,2.221,0.15%
2019:09:25,1496.81,1485.439,1498.296,1485.291,29.07,11.371,0.77%
2019:09:24,1485.439,1498.976,1500.906,1484.705,43.327,-13.537,-0.90%
2019:09:23,1498.976,1506.92,1515.466,1497.76,40.491,-7.944,-0.53%
2019:09:20,1506.92,1518.894,1527.836,1502.707,70.32,-11.974,-0.79%
2019:09:19,1518.894,1552.385,1553.045,1506.492,58.432,-33.491,-2.16%
2019:09:18,1552.385,1547.574,1557.074,1533.978,41.752,4.811,0.31%
2019:09:17,1547.574,1529.188,1549.81,1521.728,42.599,18.386,1.20%
2019:09:16,1529.188,1520.531,1535.079,1519.438,23.303,8.657,0.57%
2019:09:13,1520.531,1527.472,1533.21,1517.16,41.86,-6.941,-0.45%
2019:09:12,1527.472,1539.697,1550.402,1519.69,52.11,-12.225,-0.79%
2019:09:11,1539.697,1542.614,1546.932,1532.002,39.017,-2.917,-0.19%
2019:09:10,1542.614,1527.431,1544.719,1525.836,35.508,15.183,0.99%
2019:09:09,1527.431,1527.378,1555.182,1525.19,75.389,0.053,0.00%
2019:09:06,1527.378,1497.946,1530.204,1493.671,51.173,29.432,1.96%
2019:09:05,1497.946,1502.564,1504.7,1492.593,26.072,-4.618,-0.31%
2019:09:04,1502.564,1507.26,1508.116,1496.643,26.717,-4.696,-0.31%
2019:09:03,1507.26,1495.947,1508.617,1493.058,26.903,11.313,0.76%
2019:09:02,1495.947,1513.791,1513.791,1493.424,36.77,-17.844,-1.18%
2019:08:30,1513.791,1523.006,1528.038,1503.719,43.807,-9.215,-0.61%
2019:08:29,1523.006,1516.924,1527.086,1508.027,83.961,6.082,0.40%
2019:08:28,1516.924,1501.334,1524.114,1494.286,76.311,15.59,1.04%
2019:08:27,1501.334,1511.189,1535.094,1479.99,82.52,-9.855,-0.65%
2019:08:26,1511.189,1496.717,1520.001,1487.478,40.387,14.472,0.97%
2019:08:23,1496.717,1501.318,1509.158,1494.882,44.698,-4.601,-0.31%
2019:08:22,1501.318,1501.306,1509.617,1490.125,56.016,0.012,0.00%
2019:08:21,1501.306,1474.078,1510.452,1472.384,79.113,27.228,1.85%
2019:08:20,1474.078,1463.88,1474.9,1456.49,48.581,10.198,0.70%
2019:08:19,1463.88,1440.959,1469.804,1436.794,61.379,22.921,1.59%
2019:08:16,1440.959,1444.918,1448.998,1430.386,62.276,-3.959,-0.27%
2019:08:15,1444.918,1412.764,1446.075,1400.613,54.665,32.154,2.28%
2019:08:14,1412.764,1430.874,1434.549,1410.634,46.461,-18.11,-1.27%
2019:08:13,1430.874,1427.056,1433.28,1422.413,17.944,3.818,0.27%
2019:08:12,1427.056,1418.638,1428.088,1414.938,14.846,8.418,0.59%
2019:08:09,1418.638,1414.472,1424.915,1413.545,18.466,4.166,0.29%
2019:08:08,1414.472,1425.506,1433.826,1411.206,31.141,-11.034,-0.77%
2019:08:07,1425.506,1417.466,1429.546,1416.6,20.285,8.04,0.57%
2019:08:06,1417.466,1424.785,1430.188,1414.302,26.944,-7.319,-0.51%
2019:08:05,1424.785,1425.58,1429.99,1422.321,23.218,-0.795,-0.06%
2019:08:02,1425.58,1446.04,1453.005,1420.336,48.575,-20.46,-1.41%
2019:08:01,1446.04,1426.118,1448.033,1414.774,41.641,19.922,1.40%
2019:07:31,1426.118,1405.834,1426.897,1400.214,22.704,20.284,1.44%
2019:07:30,1405.834,1413.981,1418.38,1400.792,27.691,-8.147,-0.58%
2019:07:29,1413.981,1415.611,1419.783,1407.806,21.994,-1.63,-0.12%
2019:07:26,1415.611,1403.593,1416.952,1403.225,24.06,12.018,0.86%
2019:07:25,1403.593,1418.904,1427.203,1401.063,34.976,-15.311,-1.08%
2019:07:24,1418.904,1397.545,1418.955,1390.05,35.9,21.359,1.53%
2019:07:23,1397.545,1395.284,1400.09,1385.87,24.091,2.261,0.16%
2019:07:22,1395.284,1399.43,1407.675,1391.858,27.975,-4.146,-0.30%
2019:07:19,1399.43,1415.324,1424.28,1386.676,46.214,-15.894,-1.12%
2019:07:18,1415.324,1418.673,1421.744,1410.305,17.923,-3.349,-0.24%
2019:07:17,1418.673,1418.17,1437.8,1412.152,54.845,0.503,0.04%
2019:07:16,1418.17,1384.204,1421.184,1383.452,33.638,33.966,2.45%
2019:07:15,1384.204,1409.407,1409.407,1381.904,40.403,-25.203,-1.79%
2019:07:12,1409.407,1410.003,1424.699,1405.808,33.061,-0.596,-0.04%
2019:07:11,1410.003,1408.951,1412.119,1398.745,32.549,1.052,0.07%
2019:07:10,1408.951,1423.486,1424.48,1401.976,52.038,-14.535,-1.02%
2019:07:09,1423.486,1419.664,1439.318,1412.11,71.288,3.822,0.27%
2019:07:08,1419.664,1399.427,1421.503,1399.427,36.856,20.237,1.45%
2019:07:05,1399.427,1388.29,1411.993,1382.562,54.161,11.137,0.80%
2019:07:04,1388.29,1360.24,1394.279,1357.75,50.552,28.05,2.06%
2019:07:03,1360.24,1346.749,1362.612,1341.441,31.841,13.491,1.00%
2019:07:02,1346.749,1339.625,1354.622,1338.745,28.258,7.124,0.53%
2019:07:01,1339.625,1341.932,1343.6,1333.12,17.297,-2.307,-0.17%
2019:06:28,1341.932,1341.971,1358.222,1338.018,25.247,-0.039,0.00%
2019:06:27,1341.971,1333.489,1343.174,1332.452,14.628,8.482,0.64%
2019:06:26,1333.489,1326.845,1338.423,1326.12,17.135,6.644,0.50%
2019:06:25,1326.845,1328.012,1329.913,1319.999,12.873,-1.167,-0.09%
2019:06:24,1328.012,1340.437,1340.437,1325.204,15.593,-12.425,-0.93%
2019:06:21,1340.437,1335.482,1348.212,1330.391,20.67,4.955,0.37%
2019:06:20,1335.482,1330.292,1339.798,1327.317,20.543,5.19,0.39%
2019:06:19,1330.292,1325.306,1344.136,1324.629,26.24,4.986,0.38%
2019:06:18,1325.306,1324.762,1329.112,1320.039,17.877,0.544,0.04%
2019:06:17,1324.762,1305.276,1327.998,1305.276,17.698,19.486,1.49%
2019:06:14,1305.276,1288.194,1306.898,1288.09,15.986,17.082,1.33%
2019:06:13,1288.194,1280.201,1289.274,1275.124,11.669,7.993,0.62%
2019:06:12,1280.201,1279.295,1285.564,1279.204,13.573,0.906,0.07%
2019:06:11,1279.295,1285.208,1286.646,1276.216,10.89,-5.913,-0.46%
2019:06:10,1285.208,1284.612,1287.451,1283.898,3.165,0.596,0.05%
2019:06:07,1284.612,1283.63,1285.28,1280.842,9.107,0.982,0.08%
2019:06:06,1283.63,1273.434,1287.347,1272.913,13.073,10.196,0.80%
2019:06:05,1273.434,1274.778,1277.331,1272.577,7.572,-1.344,-0.11%
2019:06:04,1274.778,1277.53,1277.982,1269.603,8.66,-2.752,-0.22%
2019:06:03,1277.53,1277.532,1279.034,1273.761,10.19,-0.002,0.00%
2019:05:31,1277.532,1286.825,1288.988,1274.962,11.059,-9.293,-0.72%
2019:05:30,1286.825,1296.318,1298.756,1284.16,11.399,-9.493,-0.73%
2019:05:29,1296.318,1296.984,1300.922,1293.138,11.778,-0.666,-0.05%
2019:05:28,1296.984,1299.705,1303.364,1293.908,9.741,-2.721,-0.21%
2019:05:27,1299.705,1285.97,1301.363,1282.072,13.933,13.735,1.07%
2019:05:24,1285.97,1283.972,1289.447,1283.238,14.006,1.998,0.16%
2019:05:23,1283.972,1281.167,1288.201,1279.706,14.391,2.805,0.22%
2019:05:22,1281.167,1284.254,1291.513,1279.501,12.641,-3.087,-0.24%
2019:05:21,1284.254,1280.505,1286.143,1278.263,11.856,3.749,0.29%
2019:05:20,1280.505,1279.072,1285.861,1277.116,14.896,1.433,0.11%
2019:05:17,1279.072,1270.644,1282.505,1268.466,13.395,8.428,0.66%
2019:05:16,1270.644,1276.812,1278.059,1266.389,12.187,-6.168,-0.48%
2019:05:15,1276.812,1283.532,1287.236,1272.999,17.356,-6.72,-0.52%
2019:05:14,1283.532,1279.98,1286.164,1279.842,10.838,3.552,0.28%
2019:05:13,1279.98,1286.137,1286.742,1278.196,8.291,-6.157,-0.48%
2019:05:10,1286.137,1277.187,1288.743,1274.442,12.315,8.95,0.70%
2019:05:09,1277.187,1275.611,1282.648,1273.468,10.779,1.576,0.12%
2019:05:08,1275.611,1272.222,1278.548,1268.874,9.759,3.389,0.27%
2019:05:07,1272.222,1274.99,1276.536,1266.421,9.808,-2.768,-0.22%
2019:05:06,1274.99,1275.68,1279.876,1273.931,7.326,-0.69,-0.05%
2019:05:03,1275.68,1274.091,1277.689,1271.28,10.538,1.589,0.12%
2019:05:02,1274.091,1276.781,1279.827,1273.128,10.025,-2.69,-0.21%
2019:05:01,1276.781,1288.015,1288.747,1273.032,12.443,-11.234,-0.87%
2019:04:30,1288.015,1290.233,1292.022,1282.718,10.379,-2.218,-0.17%
2019:04:29,1290.233,1292.785,1295.824,1290.116,10.502,-2.552,-0.20%
2019:04:26,1292.785,1308.022,1309.24,1289.779,13.178,-15.237,-1.16%
2019:04:25,1308.022,1304.058,1310.602,1301.032,11.671,3.964,0.30%
2019:04:24,1304.058,1297.534,1306.228,1296.682,10.497,6.524,0.50%
2019:04:23,1297.534,1291.698,1303.752,1291.526,9.616,5.836,0.45%
2019:04:22,1291.698,1291.948,1293.648,1284.498,13.151,-0.25,-0.02%
2019:04:19,1291.948,1289.861,1294.446,1280.984,12.106,2.087,0.16%
2019:04:18,1289.861,1292.272,1294.527,1288.484,10.261,-2.411,-0.19%
2019:04:17,1292.272,1287.744,1292.47,1285.368,10.577,4.528,0.35%
2019:04:16,1287.744,1292.412,1297.077,1286.566,14.459,-4.668,-0.36%
2019:04:15,1292.412,1290.39,1299.808,1286.842,15.178,2.022,0.16%
2019:04:12,1290.39,1309.8,1312.357,1288.756,16.6,-19.41,-1.48%
2019:04:11,1309.8,1315.552,1319.361,1308.23,17.133,-5.752,-0.44%
2019:04:10,1315.552,1321.879,1323.319,1312.802,13.021,-6.327,-0.48%
2019:04:09,1321.879,1313.666,1324.568,1311.115,11.959,8.213,0.63%
2019:04:08,1313.666,1309.292,1314.962,1306.94,15.094,4.374,0.33%
2019:04:05,1309.292,1312.352,1320.434,1303.354,14.474,-3.06,-0.23%
2019:04:04,1312.352,1306.482,1317.002,1298.803,18.397,5.87,0.45%
2019:04:03,1306.482,1303.734,1310.931,1302.398,9.081,2.748,0.21%
2019:04:02,1303.734,1302.434,1306.776,1298.325,8.861,1.3,0.10%
2019:04:01,1302.434,1296.388,1306.447,1294.19,11.199,6.046,0.47%
2019:03:29,1296.388,1309.252,1310.419,1292.927,11.42,-12.864,-0.98%
2019:03:28,1309.252,1301.446,1311.288,1300.694,9.484,7.806,0.60%
2019:03:27,1301.446,1293.49,1302.26,1292.137,10.408,7.956,0.62%
2019:03:26,1293.49,1298.889,1299.148,1290.558,9.505,-5.399,-0.42%
2019:03:25,1298.889,1285.471,1300.836,1285.277,15.172,13.418,1.04%
2019:03:22,1285.471,1286.319,1289.054,1280.922,12.431,-0.848,-0.07%
2019:03:21,1286.319,1287.916,1290.984,1283.706,11.31,-1.597,-0.12%
2019:03:20,1287.916,1286.688,1289.642,1281.253,12.228,1.228,0.10%
2019:03:19,1286.688,1293.311,1297.12,1282.946,14.414,-6.623,-0.51%
2019:03:18,1293.311,1312.971,1315.258,1290.315,17.191,-19.66,-1.50%
2019:03:15,1312.971,1320.022,1327.342,1312.725,13.813,-7.051,-0.53%
2019:03:14,1320.022,1328.974,1329.947,1316.972,11.71,-8.952,-0.67%
2019:03:13,1328.974,1327.536,1330.25,1323.576,11.385,1.438,0.11%
2019:03:12,1327.536,1328.062,1332.606,1325.234,11.61,-0.526,-0.04%
2019:03:11,1328.062,1323.356,1333.127,1321.692,12.382,4.706,0.36%
2019:03:08,1323.356,1338.543,1341.574,1321.214,15.569,-15.187,-1.13%
2019:03:07,1338.543,1341.008,1346.743,1337.076,15.058,-2.465,-0.18%
2019:03:06,1341.008,1326.499,1341.88,1323.016,12.023,14.509,1.09%
2019:03:05,1326.499,1321.053,1327.598,1320.676,5.699,5.446,0.41%
2019:03:04,1321.053,1312.133,1322.543,1311.491,11.645,8.92,0.68%
2019:03:01,1312.133,1306.336,1314.416,1302.449,14.215,5.797,0.44%
2019:02:28,1306.336,1310.764,1318.192,1305.14,11.236,-4.428,-0.34%
2019:02:27,1310.764,1308.115,1314.795,1306.604,8.84,2.649,0.20%
2019:02:26,1308.115,1314.12,1314.887,1303.764,9.748,-6.005,-0.46%
2019:02:25,1314.12,1310.258,1315.652,1307.89,8.793,3.862,0.29%
2019:02:22,1310.258,1306.508,1311.958,1302.887,10.754,3.75,0.29%
2019:02:21,1306.508,1315.177,1315.872,1305.854,8.698,-8.669,-0.66%
2019:02:20,1315.177,1311.714,1316.95,1310.815,8.951,3.463,0.26%
2019:02:19,1311.714,1317.796,1319.129,1308.713,9.269,-6.082,-0.46%
2019:02:18,1317.796,1321.293,1323.582,1316.244,12.772,-3.497,-0.26%
2019:02:15,1321.293,1319.815,1326.312,1317.539,13.473,1.478,0.11%
2019:02:14,1319.815,1311.478,1323.374,1309.164,22.725,8.337,0.64%
2019:02:13,1311.478,1303.179,1312.084,1302.834,22.06,8.299,0.64%
2019:02:12,1303.179,1303.2,1304.52,1297.772,17.728,-0.021,0.00%
2019:02:11,1303.2,1281.019,1304.099,1280.058,23.964,22.181,1.73%
2019:02:08,1281.019,1282.793,1284.895,1276.914,22.486,-1.774,-0.14%
2019:02:07,1282.793,1285.024,1286.594,1278.753,16.078,-2.231,-0.17%
2019:02:06,1285.024,1280.28,1285.62,1277.542,16.692,4.744,0.37%
2019:02:05,1280.28,1281.689,1283.652,1276.851,9.252,-1.409,-0.11%
2019:02:04,1281.689,1292.038,1292.636,1280.717,21.341,-10.349,-0.80%
2019:02:01,1292.038,1293.663,1295.431,1288.818,21.633,-1.625,-0.13%
2019:01:31,1293.663,1289.372,1295.046,1287.977,18.042,4.291,0.33%
2019:01:30,1289.372,1291.416,1294.707,1286.811,26.076,-2.044,-0.16%
2019:01:29,1291.416,1287.62,1295.954,1287.496,23.716,3.796,0.29%
2019:01:28,1287.62,1286.498,1295.254,1286.498,24.332,1.122,0.09%
2019:01:25,1286.498,1293.202,1297.194,1286.145,26.107,-6.704,-0.52%
2019:01:24,1293.202,1285.293,1293.928,1280.151,31.674,7.909,0.62%
2019:01:23,1285.293,1289.123,1290.323,1279.437,23.066,-3.83,-0.30%
2019:01:22,1289.123,1285.145,1295.106,1282.728,27.752,3.978,0.31%
2019:01:21,1285.145,1294.097,1298.633,1276.699,46.179,-8.952,-0.69%
2019:01:18,1294.097,1284.343,1295.01,1284.343,45.803,9.754,0.76%
2019:01:17,1284.343,1282.413,1288.84,1278.782,32.959,1.93,0.15%
2019:01:16,1282.413,1281.362,1284.202,1277.556,23.484,1.051,0.08%
2019:01:15,1281.362,1275.606,1282.237,1274.341,31.068,5.756,0.45%
2019:01:14,1275.606,1266.828,1278.991,1266.648,40.273,8.778,0.69%
2019:01:11,1266.828,1269.305,1279.128,1264.392,41.428,-2.477,-0.20%
2019:01:08,1269.03,1255.984,1270.062,1255.984,25.651,13.046,1.04%
2019:01:07,1255.984,1259.956,1262.83,1254.014,27.489,-3.972,-0.32%
2019:01:04,1259.956,1243.045,1266.558,1242.793,41.569,16.911,1.36%
2019:01:03,1243.045,1249.392,1258.094,1241.854,43.384,-6.347,-0.51%
2019:01:02,1249.392,1245.964,1250.479,1245.168,17.436,3.428,0.28%
2019:01:01,1245.964,1238.593,1248.202,1235.867,21.3,7.371,0.60%
2018:12:31,1238.593,1241.939,1243.084,1233,21.883,-3.346,-0.27%
2018:12:28,1241.939,1245.762,1246.85,1240.181,20.333,-3.823,-0.31%
2018:12:27,1245.762,1243.064,1247.244,1242.092,21.713,2.698,0.22%
2018:12:26,1243.064,1244.426,1249.576,1241.092,24.646,-1.362,-0.11%
2018:12:25,1244.426,1248.084,1251.276,1241.642,28.287,-3.658,-0.29%
2018:12:24,1248.084,1237.916,1250.082,1237.384,34.975,10.168,0.82%
2018:12:21,1237.916,1237.032,1244.356,1234.788,36.446,0.884,0.07%
2018:12:20,1237.032,1238.626,1239.441,1233.416,17.086,-1.594,-0.13%
2018:12:19,1238.626,1230.688,1242.04,1230.529,30.049,7.938,0.65%
2018:12:18,1230.688,1222.028,1235.074,1221.381,32.307,8.66,0.71%
2018:12:17,1222.028,1224.358,1225.562,1216.751,23.495,-2.33,-0.19%
2018:12:14,1224.358,1220.956,1229.091,1220.556,30.399,3.402,0.28%
2018:12:13,1220.956,1215.028,1226.386,1211.281,39.702,5.928,0.49%
2018:12:12,1215.028,1222.952,1225.371,1211.98,25.703,-7.924,-0.65%
2018:12:11,1222.952,1223.148,1228.146,1221.821,19.465,-0.196,-0.02%
2018:12:10,1223.148,1227.481,1228.7,1220.382,19.45,-4.333,-0.35%
2018:12:07,1227.481,1226.053,1229.18,1224.998,12.401,1.428,0.12%
2018:12:04,1226.053,1221.618,1230.003,1219.866,23.779,4.435,0.36%
2018:12:03,1221.618,1224.062,1228.884,1219.964,31.508,-2.444,-0.20%
2018:11:30,1224.062,1221.811,1225.298,1218.096,24.823,2.251,0.18%
2018:11:29,1221.811,1213.43,1225.364,1213.266,32.839,8.381,0.69%
2018:11:28,1213.43,1211.122,1216.576,1207.677,40.283,2.308,0.19%
2018:11:27,1211.122,1202.146,1216.682,1197.76,45.392,8.976,0.75%
2018:11:26,1202.146,1200.625,1205.308,1196.436,32.052,1.521,0.13%
2018:11:23,1200.625,1209.832,1211.604,1200.186,22.841,-9.207,-0.76%
2018:11:22,1209.832,1223.456,1223.826,1206.734,32.989,-13.624,-1.11%
2018:11:21,1223.456,1226.662,1227.312,1220.282,31.261,-3.206,-0.26%
2018:11:20,1226.662,1227.132,1236.911,1223.04,42.771,-0.47,-0.04%
2018:11:19,1227.132,1231.82,1235.955,1223.533,24.814,-4.688,-0.38%
2018:11:16,1231.82,1233.05,1235.174,1226.922,24.104,-1.23,-0.10%
2018:11:15,1233.05,1233.281,1236.524,1229.836,43.435,-0.231,-0.02%
2018:11:14,1233.281,1214.65,1237.504,1214.65,34.943,18.631,1.53%
2018:11:13,1214.65,1223.114,1223.406,1212.001,29.281,-8.464,-0.69%
2018:11:12,1223.114,1229.521,1230.728,1219.922,33.349,-6.407,-0.52%
2018:11:09,1229.521,1233.903,1235.467,1224.426,34.059,-4.382,-0.36%
2018:11:08,1233.903,1232.106,1243.47,1230.156,45.365,1.797,0.15%
2018:11:07,1232.106,1234.077,1239.268,1228.134,37.064,-1.971,-0.16%
2018:11:06,1234.077,1230.308,1234.868,1225.719,27.589,3.769,0.31%
2018:11:05,1230.308,1222.018,1239.806,1221.754,29.93,8.29,0.68%
2018:11:02,1222.018,1226.682,1229.626,1220.137,24.231,-4.664,-0.38%
2018:11:01,1226.682,1226.132,1230.864,1223.111,27.539,0.55,0.04%
