,Date,Price,Open,High,Low,Vol.,detail,dt_percent
2195,2015:04:09,1204.091,1183.644,1208.715,1180.99,29151,20.447,173
2196,2015:04:08,1183.644,1186.158,1190.888,1178.55,28313,-2.514,-21
2197,2015:04:07,1186.158,1198.812,1199.912,1182.522,23900,-12.654,-106
2198,2015:04:06,1198.812,1204.785,1206.374,1192.68,29787,-5.973,-50
2199,2015:04:03,1204.785,1195.41,1220.0,1194.626,40080,9.375,78
2200,2015:04:02,1195.41,1193.314,1199.789,1186.804,27363,2.096,18
2201,2015:04:01,1193.314,1189.494,1195.172,1185.508,28792,3.82,32
2202,2015:03:31,1189.494,1182.61,1191.722,1179.412,33088,6.884,58
2203,2015:03:30,1182.61,1171.208,1188.067,1168.891,34072,11.402,97
2204,2015:03:27,1171.208,1167.686,1178.013,1159.74,46904,3.522,30
2205,2015:03:26,1167.686,1149.531,1175.922,1146.044,53708,18.155,158
2206,2015:03:25,1149.531,1154.73,1160.112,1142.758,30977,-5.199,-45
2207,2015:03:24,1154.73,1158.6,1164.194,1150.464,22181,-3.87,-33
2208,2015:03:23,1158.6,1153.716,1161.888,1151.548,25848,4.884,42
2209,2015:03:20,1153.716,1155.284,1166.751,1148.625,34066,-1.568,-14
2210,2015:03:19,1155.284,1161.831,1165.328,1147.66,29562,-6.547,-56
2211,2015:03:18,1161.831,1167.284,1170.608,1155.186,35264,-5.453,-47
2212,2015:03:17,1167.284,1167.337,1175.507,1165.946,20811,-0.053,0
2213,2015:03:16,1167.337,1198.389,1200.782,1163.884,48468,-31.052,-259
2214,2015:03:13,1198.389,1200.342,1209.563,1196.612,25167,-1.953,-16
2215,2015:03:12,1200.342,1203.82,1209.089,1198.367,29093,-3.478,-29
2216,2015:03:11,1203.82,1207.046,1214.92,1195.488,35543,-3.226,-27
2217,2015:03:10,1207.046,1213.14,1223.353,1204.778,33782,-6.094,-50
2218,2015:03:09,1213.14,1209.356,1219.485,1204.545,61393,3.784,31
2219,2015:03:06,1209.356,1205.015,1220.115,1203.703,76205,4.341,36
2220,2015:03:05,1205.015,1200.599,1211.916,1200.129,55641,4.416,37
2221,2015:03:04,1200.599,1201.898,1204.64,1190.39,89875,-1.299,-11
2222,2015:03:03,1201.898,1201.618,1210.522,1190.568,84777,0.28,2
2223,2015:03:02,1201.618,1206.794,1215.562,1198.176,90084,-5.176,-43
2224,2015:02:27,1206.794,1212.476,1223.152,1205.474,87462,-5.682,-47
2225,2015:02:26,1212.476,1209.858,1213.676,1197.654,86068,2.618,22
2226,2015:02:25,1209.858,1231.182,1234.079,1203.865,89861,-21.324,-173
2227,2015:02:24,1231.182,1229.776,1237.151,1227.6,38236,1.406,11
2228,2015:02:23,1229.776,1222.064,1235.076,1221.83,63762,7.712,63
2229,2015:02:20,1222.064,1218.732,1233.256,1216.884,84843,3.332,27
2230,2015:02:19,1218.732,1233.507,1238.89,1216.657,71209,-14.775,-120
2231,2015:02:18,1233.507,1239.106,1245.959,1230.988,70049,-5.599,-45
2232,2015:02:17,1239.106,1234.459,1243.79,1234.352,54789,4.647,38
2233,2015:02:16,1234.459,1264.778,1268.9,1228.376,146732,-30.319,-240
2234,2015:02:13,1264.778,1269.155,1274.482,1256.197,103801,-4.377,-34
2235,2015:02:12,1269.155,1260.355,1272.987,1256.682,134326,8.8,70
2236,2015:02:11,1260.355,1274.271,1286.192,1255.604,144176,-13.916,-109
2237,2015:02:10,1274.271,1283.956,1283.956,1266.328,105815,-9.685,-75
2238,2015:02:09,1283.956,1257.546,1284.859,1257.168,117436,26.41,210
2239,2015:02:06,1257.546,1284.44,1286.033,1251.904,164829,-26.894,-209
2240,2015:02:05,1284.44,1292.106,1293.805,1279.692,107075,-7.666,-59
2241,2015:02:04,1292.106,1281.332,1297.696,1272.344,124753,10.774,84
2242,2015:02:03,1281.332,1294.714,1299.38,1275.934,126478,-13.382,-103
2243,2015:02:02,1294.714,1302.584,1302.88,1284.414,104939,-7.87,-60
2244,2015:01:30,1302.584,1293.182,1307.792,1279.324,175619,9.402,73
2245,2015:01:29,1293.182,1295.212,1305.737,1284.658,150683,-2.03,-16
2246,2015:01:28,1295.212,1277.036,1297.219,1274.148,137680,18.176,142
2247,2015:01:27,1277.036,1280.197,1281.784,1272.101,81307,-3.161,-25
2248,2015:01:26,1280.197,1262.595,1282.174,1255.084,240772,17.602,139
2249,2015:01:23,1262.595,1228.537,1266.896,1226.138,353476,34.058,277
2250,2015:01:22,1228.537,1230.634,1244.554,1225.085,174509,-2.097,-17
2251,2015:01:21,1230.634,1233.637,1244.386,1227.292,127627,-3.003,-24
2252,2015:01:20,1233.637,1223.334,1235.982,1217.618,88693,10.303,84
2253,2015:01:19,1223.334,1208.949,1224.304,1206.939,112945,14.385,119
2254,2015:01:16,1208.949,1211.577,1216.862,1204.502,77179,-2.628,-22
2255,2015:01:15,1211.577,1218.675,1219.448,1208.968,103660,-7.098,-58
2256,2015:01:14,1218.675,1204.766,1223.276,1201.797,127740,13.909,115
2257,2015:01:13,1204.766,1188.773,1207.662,1178.311,69349,15.993,135
2258,2015:01:12,1188.773,1182.789,1195.137,1167.624,31203,5.984,51
2259,2015:01:09,1182.789,1200.53,1203.925,1181.938,17717,-17.741,-148
2260,2015:01:08,1200.53,1183.253,1211.008,1180.766,106075,17.277,146
2261,2015:01:07,1183.253,1196.531,1197.704,1178.976,73694,-13.278,-111
2262,2015:01:06,1196.531,1174.576,1199.26,1174.576,107400,21.955,187
2263,2015:01:05,1174.576,1176.614,1181.23,1172.916,37770,-2.038,-17
2264,2015:01:02,1176.614,1176.296,1185.094,1172.646,78204,0.318,3
2265,2015:01:01,1176.296,1195.666,1203.674,1170.802,106258,-19.37,-162
2266,2014:12:31,1195.666,1198.616,1201.478,1193.714,79095,-2.95,-25
2267,2014:12:30,1198.616,1189.842,1214.058,1188.523,141042,8.774,74
2268,2014:12:29,1189.842,1196.988,1203.102,1183.268,232913,-7.146,-60
2269,2014:12:26,1196.988,1193.278,1223.669,1187.465,274968,3.71,31
2270,2014:12:25,1193.278,1222.462,1224.377,1190.805,129410,-29.184,-239
2271,2014:12:24,1222.462,1227.866,1228.34,1214.353,110830,-5.404,-44
2272,2014:12:23,1227.866,1226.315,1232.944,1216.02,84406,1.551,13
2273,2014:12:22,1226.315,1231.154,1238.352,1224.786,76535,-4.839,-39
2274,2014:12:19,1231.154,1203.378,1238.385,1199.445,90807,27.776,231
2275,2014:12:18,1203.378,1192.046,1208.994,1187.154,46212,11.332,95
2276,2014:12:17,1192.046,1205.235,1207.786,1186.042,67636,-13.189,-109
2277,2014:12:16,1205.235,1209.515,1213.606,1201.244,61898,-4.28,-35
2278,2014:12:15,1209.515,1198.432,1215.356,1194.057,55729,11.083,92
2279,2014:12:12,1198.432,1211.994,1213.184,1191.934,76487,-13.562,-112
2280,2014:12:11,1211.994,1167.046,1221.444,1142.784,163945,44.948,385
2281,2014:12:10,1167.046,1190.956,1194.012,1165.249,61755,-23.91,-201
2282,2014:12:09,1190.956,1197.876,1199.812,1185.723,42601,-6.92,-58
2283,2014:12:08,1197.876,1200.664,1202.667,1194.896,29125,-2.788,-23
2284,2014:12:05,1200.664,1197.11,1203.098,1190.418,51956,3.554,30
2285,2014:12:04,1197.11,1201.524,1204.486,1192.894,40993,-4.414,-37
2286,2014:12:03,1201.524,1193.722,1208.087,1186.909,73025,7.802,65
2287,2014:12:02,1193.722,1182.572,1197.342,1176.923,78391,11.15,94
2288,2014:12:01,1182.572,1196.82,1202.377,1175.326,226178,-14.248,-119
2289,2014:11:28,1196.82,1186.46,1204.863,1183.528,149236,10.36,87
2290,2014:11:27,1186.46,1189.108,1194.462,1181.562,186841,-2.648,-22
2291,2014:11:26,1189.108,1162.642,1193.828,1146.862,264127,26.466,228
2292,2014:11:25,1162.642,1162.874,1168.73,1153.857,148842,-0.232,-2
2293,2014:11:24,1162.874,1163.965,1170.309,1157.338,135034,-1.091,-9
2294,2014:11:21,1163.965,1151.92,1173.486,1146.17,184129,12.045,105
2295,2014:11:20,1151.92,1177.585,1178.764,1147.394,137185,-25.665,-218
2296,2014:11:19,1177.585,1142.052,1178.964,1131.306,231033,35.533,311
2297,2014:11:18,1142.052,1140.514,1149.771,1138.134,139815,1.538,13
2298,2014:11:17,1140.514,1168.3,1169.816,1137.78,196970,-27.786,-238
2299,2014:11:14,1168.3,1165.648,1175.8,1164.046,90975,2.652,23
2300,2014:11:13,1165.648,1173.157,1173.974,1161.608,98699,-7.509,-64
2301,2014:11:12,1173.157,1198.908,1202.883,1161.098,182206,-25.751,-215
2302,2014:11:11,1198.908,1211.82,1216.94,1195.968,86979,-12.912,-107
2303,2014:11:10,1211.82,1228.55,1230.734,1208.484,51908,-16.73,-136
2304,2014:11:07,1228.55,1226.674,1235.824,1222.507,65632,1.876,15
2305,2014:11:06,1226.674,1231.204,1232.072,1225.609,37514,-4.53,-37
2306,2014:11:05,1231.204,1231.838,1234.515,1228.634,41203,-0.634,-5
2307,2014:11:04,1231.838,1241.383,1244.71,1226.396,70270,-9.545,-77
2308,2014:11:03,1241.383,1248.969,1250.047,1240.573,62840,-7.586,-61
2309,2014:10:31,1248.969,1246.812,1255.398,1245.367,85129,2.157,17
2310,2014:10:30,1246.812,1238.582,1248.749,1234.638,49288,8.23,66
2311,2014:10:29,1238.582,1239.044,1241.796,1231.814,70056,-0.462,-4
2312,2014:10:28,1239.044,1241.848,1245.384,1235.21,143299,-2.804,-23
2313,2014:10:27,1241.848,1232.728,1249.823,1222.026,192199,9.12,74
2314,2014:10:24,1232.728,1235.85,1238.537,1230.97,65745,-3.122,-25
2315,2014:10:23,1235.85,1223.059,1237.77,1223.059,67803,12.791,105
2316,2014:10:22,1223.059,1224.442,1225.574,1217.478,83316,-1.383,-11
2317,2014:10:21,1224.442,1221.146,1233.562,1219.042,89790,3.296,27
2318,2014:10:20,1221.146,1208.926,1224.378,1204.989,100409,12.22,101
2319,2014:10:17,1208.926,1207.296,1213.476,1202.914,101959,1.63,14
2320,2014:10:16,1207.296,1191.29,1209.153,1183.106,73509,16.006,134
2321,2014:10:15,1191.29,1214.466,1215.515,1190.077,100286,-23.176,-191
2322,2014:10:14,1214.466,1213.79,1223.212,1208.79,103774,0.676,6
2323,2014:10:13,1213.79,1208.127,1219.428,1204.834,95748,5.663,47
2324,2014:10:10,1208.127,1215.754,1220.214,1204.453,111736,-7.627,-63
2325,2014:10:09,1215.754,1218.319,1223.423,1214.963,50378,-2.565,-21
2326,2014:10:08,1218.319,1221.655,1231.502,1212.36,74067,-3.336,-27
2327,2014:10:07,1221.655,1216.963,1224.787,1207.0,101166,4.692,39
2328,2014:10:06,1216.963,1223.485,1226.3,1215.741,60157,-6.522,-53
2329,2014:10:03,1223.485,1215.146,1235.312,1213.95,70458,8.339,69
2330,2014:10:02,1215.146,1215.764,1220.608,1208.177,62283,-0.618,-5
2331,2014:10:01,1215.764,1225.062,1228.684,1213.836,103786,-9.298,-76
2332,2014:09:30,1225.062,1223.417,1228.1,1215.586,75049,1.645,13
2333,2014:09:29,1223.417,1235.556,1239.579,1221.5,89603,-12.139,-98
2334,2014:09:26,1235.556,1233.342,1242.012,1231.772,46766,2.214,18
2335,2014:09:25,1233.342,1229.414,1238.656,1225.67,40804,3.928,32
2336,2014:09:24,1229.414,1240.916,1241.881,1227.634,53032,-11.502,-93
2337,2014:09:23,1240.916,1249.826,1250.628,1234.952,65041,-8.91,-71
2338,2014:09:22,1249.826,1255.346,1257.839,1243.921,52621,-5.52,-44
2339,2014:09:19,1255.346,1255.396,1258.321,1247.537,46053,-0.05,0
2340,2014:09:18,1255.396,1269.11,1271.91,1251.531,35467,-13.714,-108
2341,2014:09:17,1269.11,1261.562,1273.966,1257.259,50414,7.548,60
2342,2014:09:16,1261.562,1269.3,1277.374,1260.666,76716,-7.738,-61
2343,2014:09:15,1269.3,1265.442,1271.641,1261.224,43776,3.858,30
2344,2014:09:12,1265.442,1287.226,1287.916,1262.527,58964,-21.784,-169
2345,2014:09:11,1287.226,1287.584,1289.994,1285.026,12465,-0.358,-3
2346,2014:09:10,1287.584,1289.666,1291.398,1283.436,30117,-2.082,-16
2347,2014:09:09,1289.666,1282.828,1296.722,1282.158,50033,6.838,53
2348,2014:09:08,1282.828,1281.418,1287.409,1280.133,24826,1.41,11
2349,2014:09:05,1281.418,1276.918,1291.096,1275.256,44571,4.5,35
2350,2014:09:04,1276.918,1281.142,1281.705,1269.184,25946,-4.224,-33
2351,2014:09:03,1281.142,1276.921,1283.144,1274.364,37376,4.221,33
2352,2014:09:02,1276.921,1291.75,1292.131,1273.055,53305,-14.829,-115
2353,2014:09:01,1291.75,1295.758,1298.368,1287.818,32664,-4.008,-31
2354,2014:08:29,1295.758,1298.441,1302.558,1293.968,27493,-2.683,-21
2355,2014:08:28,1298.441,1305.024,1305.024,1295.708,29921,-6.583,-50
2356,2014:08:27,1305.024,1313.412,1315.256,1292.283,126072,-8.388,-64
2357,2014:08:26,1313.412,1312.679,1319.826,1308.83,91756,0.733,6
2358,2014:08:25,1312.679,1309.614,1315.188,1304.799,64128,3.065,23
2359,2014:08:22,1309.614,1308.578,1317.964,1305.73,52145,1.036,8
2360,2014:08:21,1308.578,1309.878,1311.692,1305.169,45260,-1.3,-10
2361,2014:08:20,1309.878,1312.72,1322.912,1305.682,112312,-2.842,-22
2362,2014:08:19,1312.72,1305.818,1314.564,1301.908,80663,6.902,53
2363,2014:08:18,1305.818,1289.009,1309.609,1287.734,114769,16.809,130
2364,2014:08:15,1289.009,1288.23,1294.019,1282.499,92286,0.779,6
2365,2014:08:14,1288.23,1294.486,1295.504,1286.206,63013,-6.256,-48
2366,2014:08:13,1294.486,1282.916,1297.615,1280.206,128540,11.57,90
2367,2014:08:12,1282.916,1296.08,1297.48,1281.016,118130,-13.164,-102
2368,2014:08:11,1296.08,1299.313,1303.865,1291.998,117279,-3.233,-25
2369,2014:08:08,1299.313,1303.871,1312.315,1296.176,122127,-4.558,-35
2370,2014:08:07,1303.871,1306.378,1309.39,1301.38,99064,-2.507,-19
2371,2014:08:06,1306.378,1293.569,1309.244,1291.001,82941,12.809,99
2372,2014:08:05,1293.569,1304.622,1305.412,1287.842,129065,-11.053,-85
2373,2014:08:04,1304.622,1306.458,1311.351,1303.154,69927,-1.836,-14
2374,2014:08:01,1306.458,1312.605,1315.826,1301.632,109834,-6.147,-47
2375,2014:07:31,1312.605,1311.174,1318.398,1307.39,71918,1.431,11
2376,2014:07:30,1311.174,1319.138,1324.784,1304.578,111050,-7.964,-60
2377,2014:07:29,1319.138,1299.43,1324.691,1297.676,160414,19.708,152
2378,2014:07:28,1299.43,1293.747,1303.84,1292.734,90774,5.683,44
2379,2014:07:25,1293.747,1307.324,1313.836,1292.284,138663,-13.577,-104
2380,2014:07:24,1307.324,1337.936,1339.861,1303.05,167035,-30.612,-229
2381,2014:07:23,1337.936,1335.851,1339.39,1333.698,64005,2.085,16
2382,2014:07:22,1335.851,1327.948,1345.361,1324.345,116759,7.903,60
2383,2014:07:21,1327.948,1319.216,1332.754,1317.8,86532,8.732,66
2384,2014:07:18,1319.216,1319.935,1324.913,1313.523,65426,-0.719,-5
2385,2014:07:17,1319.935,1320.308,1321.086,1311.942,55243,-0.373,-3
2386,2014:07:16,1320.308,1319.486,1323.293,1318.819,37327,0.822,6
2387,2014:07:15,1319.486,1326.726,1327.717,1308.906,102276,-7.24,-55
2388,2014:07:14,1326.726,1326.152,1332.128,1321.302,65115,0.574,4
2389,2014:07:11,1326.152,1327.149,1333.303,1323.602,88041,-0.997,-8
2390,2014:07:10,1327.149,1315.417,1329.628,1310.491,76496,11.732,89
2391,2014:07:09,1315.417,1316.447,1322.386,1312.636,89808,-1.03,-8
2392,2014:07:08,1316.447,1319.037,1319.981,1306.219,116235,-2.59,-20
2393,2014:07:07,1319.037,1318.274,1325.002,1306.84,95987,0.763,6
2394,2014:07:04,1318.274,1317.47,1326.052,1313.898,89309,0.804,6
2395,2014:07:03,1317.47,1314.742,1318.61,1310.054,88219,2.728,21
2396,2014:07:02,1314.742,1320.276,1322.086,1306.502,148675,-5.534,-42
2397,2014:07:01,1320.276,1277.527,1321.589,1276.042,151717,42.749,335
2398,2014:06:30,1277.527,1270.768,1278.595,1266.35,77681,6.759,53
2399,2014:06:27,1270.768,1271.964,1273.445,1258.546,83057,-1.196,-9
2400,2014:06:26,1271.964,1277.201,1285.046,1270.597,97837,-5.237,-41
2401,2014:06:25,1277.201,1273.533,1278.084,1270.916,72786,3.668,29
2402,2014:06:24,1273.533,1261.189,1274.919,1260.03,90900,12.344,98
2403,2014:06:23,1261.189,1260.057,1265.358,1258.086,48323,1.132,9
2404,2014:06:20,1260.057,1252.163,1263.908,1250.407,61980,7.894,63
2405,2014:06:19,1252.163,1253.124,1257.169,1251.638,57613,-0.961,-8
2406,2014:06:18,1253.124,1253.673,1257.966,1245.852,106037,-0.549,-4
2407,2014:06:17,1253.673,1244.026,1258.07,1241.076,101976,9.647,78
2408,2014:06:16,1244.026,1244.977,1249.098,1242.995,60191,-0.951,-8
2409,2014:06:13,1244.977,1243.737,1247.871,1240.374,70293,1.24,10
2410,2014:06:12,1243.737,1249.669,1250.996,1241.058,128573,-5.932,-47
2411,2014:06:11,1249.669,1255.704,1260.532,1242.292,175400,-6.035,-48
2412,2014:06:10,1255.704,1258.112,1260.688,1251.462,174654,-2.408,-19
2413,2014:06:09,1258.112,1264.664,1267.258,1256.014,158075,-6.552,-52
2414,2014:06:06,1264.664,1292.602,1293.481,1264.417,233727,-27.938,-216
2415,2014:06:05,1292.602,1292.368,1294.322,1290.866,66459,0.234,2
2416,2014:06:04,1292.368,1294.124,1295.639,1286.718,139185,-1.756,-14
2417,2014:06:03,1294.124,1292.003,1303.858,1290.14,181448,2.121,16
2418,2014:06:02,1292.003,1294.238,1296.332,1283.382,168087,-2.235,-17
2419,2014:05:30,1294.238,1293.08,1297.034,1286.008,189305,1.158,9
2420,2014:05:29,1293.08,1293.218,1305.575,1289.433,162082,-0.138,-1
2421,2014:05:28,1293.218,1296.198,1298.392,1287.798,157188,-2.98,-23
2422,2014:05:27,1296.198,1306.044,1307.256,1290.922,209684,-9.846,-75
2423,2014:05:26,1306.044,1293.641,1309.194,1291.622,155653,12.403,96
2424,2014:05:23,1293.641,1295.801,1298.878,1289.113,172986,-2.16,-17
2425,2014:05:22,1295.801,1288.777,1304.072,1277.631,167463,7.024,55
2426,2014:05:21,1288.777,1289.412,1294.529,1285.562,145077,-0.635,-5
2427,2014:05:20,1289.412,1289.878,1295.535,1284.933,199570,-0.466,-4
2428,2014:05:19,1289.878,1308.17,1314.706,1286.618,219189,-18.292,-140
2429,2014:05:16,1308.17,1310.02,1314.178,1304.417,162090,-1.85,-14
2430,2014:05:15,1310.02,1299.661,1315.704,1299.513,191950,10.359,80
2431,2014:05:14,1299.661,1284.262,1304.826,1273.726,268796,15.399,120
2432,2014:05:13,1284.262,1291.45,1293.033,1277.368,129483,-7.188,-56
2433,2014:05:12,1291.45,1296.034,1298.298,1284.962,137116,-4.584,-35
2434,2014:05:09,1296.034,1296.665,1301.504,1286.376,89257,-0.631,-5
2435,2014:05:08,1296.665,1302.879,1306.628,1292.092,82669,-6.214,-48
2436,2014:05:07,1302.879,1293.348,1305.168,1290.472,95436,9.531,74
2437,2014:05:06,1293.348,1283.626,1298.874,1268.602,163319,9.722,76
2438,2014:05:05,1283.626,1283.946,1289.127,1280.992,74510,-0.32,-2
2439,2014:05:02,1283.946,1289.966,1292.974,1276.496,91437,-6.02,-47
2440,2014:05:01,1289.966,1295.79,1302.036,1281.975,152585,-5.824,-45
2441,2014:04:30,1295.79,1295.074,1295.877,1295.074,1000,0.716,6
2442,2014:04:29,1295.074,1302.584,1304.304,1293.195,84046,-7.51,-58
2443,2014:04:28,1302.584,1302.847,1307.138,1293.616,129250,-0.263,-2
2444,2014:04:25,1302.847,1328.236,1328.336,1282.236,170295,-25.389,-191
2445,2014:04:24,1328.236,1318.612,1331.26,1318.612,90025,9.624,73
2446,2014:04:23,1318.612,1319.022,1323.979,1314.112,83225,-0.41,-3
2447,2014:04:22,1319.022,1311.868,1324.66,1310.884,111201,7.154,55
2448,2014:04:21,1311.868,1308.628,1315.221,1300.985,119844,3.24,25
2449,2014:04:18,1308.628,1297.12,1314.476,1296.5,79206,11.508,89
2450,2014:04:17,1297.12,1303.422,1304.235,1295.74,44069,-6.302,-48
2451,2014:04:16,1303.422,1286.672,1307.0,1284.299,121143,16.75,130
2452,2014:04:15,1286.672,1289.796,1293.989,1281.763,96781,-3.124,-24
2453,2014:04:14,1289.796,1278.946,1294.615,1278.694,82628,10.85,85
2454,2014:04:11,1278.946,1284.006,1288.132,1277.827,87791,-5.06,-39
2455,2014:04:10,1284.006,1294.972,1298.63,1282.466,110817,-10.966,-85
2456,2014:04:09,1294.972,1291.332,1298.86,1285.803,157909,3.64,28
2457,2014:04:08,1291.332,1304.643,1306.932,1289.18,156336,-13.311,-102
2458,2014:04:07,1304.643,1311.19,1316.494,1298.794,142094,-6.547,-50
2459,2014:04:04,1311.19,1308.893,1317.442,1305.664,135402,2.297,18
2460,2014:04:03,1308.893,1334.569,1335.383,1307.984,168112,-25.676,-192
2461,2014:04:02,1334.569,1327.94,1342.568,1327.73,130874,6.629,50
2462,2014:04:01,1327.94,1329.654,1334.718,1320.579,166828,-1.714,-13
2463,2014:03:31,1329.654,1355.672,1359.798,1327.709,199089,-26.018,-192
2464,2014:03:28,1355.672,1367.349,1367.958,1350.852,143101,-11.677,-85
2465,2014:03:27,1367.349,1383.248,1392.324,1361.998,150914,-15.899,-115
2466,2014:03:26,1383.248,1370.341,1388.125,1368.002,170098,12.907,94
2467,2014:03:25,1370.341,1366.826,1375.088,1364.655,135169,3.515,26
2468,2014:03:24,1366.826,1348.848,1371.028,1345.52,166167,17.978,133
2469,2014:03:21,1348.848,1339.782,1352.656,1337.814,117712,9.066,68
2470,2014:03:20,1339.782,1340.082,1344.72,1328.152,118917,-0.3,-2
2471,2014:03:19,1340.082,1350.807,1353.085,1327.812,181486,-10.725,-79
2472,2014:03:18,1350.807,1336.921,1353.853,1331.27,110474,13.886,104
2473,2014:03:17,1336.921,1334.486,1341.946,1332.732,89639,2.435,18
2474,2014:03:14,1334.486,1350.59,1352.664,1331.35,146386,-16.104,-119
2475,2014:03:13,1350.59,1326.561,1354.85,1326.561,169287,24.029,181
2476,2014:03:12,1326.561,1331.082,1333.401,1319.643,127103,-4.521,-34
2477,2014:03:11,1331.082,1330.626,1336.292,1323.879,110885,0.456,3
2478,2014:03:10,1330.626,1340.64,1345.49,1322.617,137673,-10.014,-75
2479,2014:03:07,1340.64,1337.11,1343.714,1331.362,99357,3.53,26
2480,2014:03:06,1337.11,1324.296,1339.063,1318.806,140510,12.814,97
2481,2014:03:05,1324.296,1322.866,1328.732,1316.122,104591,1.43,11
2482,2014:03:04,1322.866,1311.658,1325.179,1307.482,142472,11.208,85
2483,2014:03:03,1311.658,1322.048,1322.978,1308.929,135282,-10.39,-79
2484,2014:02:28,1322.048,1328.799,1332.308,1312.708,155213,-6.751,-51
2485,2014:02:27,1328.799,1318.834,1329.964,1318.617,103640,9.965,76
2486,2014:02:26,1318.834,1302.865,1321.43,1299.948,175679,15.969,123
2487,2014:02:25,1302.865,1291.18,1303.092,1286.381,141659,11.685,90
2488,2014:02:24,1291.18,1291.313,1296.432,1284.09,132291,-0.133,-1
2489,2014:02:21,1291.313,1274.846,1293.974,1273.855,190191,16.467,129
2490,2014:02:20,1274.846,1267.418,1278.072,1265.174,116431,7.428,59
2491,2014:02:19,1267.418,1258.215,1272.222,1256.302,173752,9.203,73
2492,2014:02:18,1258.215,1257.878,1267.062,1252.909,140522,0.337,3
2493,2014:02:17,1257.878,1254.567,1274.558,1252.51,167057,3.311,26
2494,2014:02:14,1254.567,1257.557,1261.08,1247.23,133058,-2.99,-24
2495,2014:02:13,1257.557,1244.476,1266.44,1240.886,169266,13.081,105
2496,2014:02:12,1244.476,1243.808,1255.054,1238.594,156873,0.668,5
2497,2014:02:11,1243.808,1267.473,1268.719,1238.123,177565,-23.665,-187
2498,2014:02:10,1267.473,1256.855,1270.28,1249.078,196054,10.618,84
2499,2014:02:07,1256.855,1257.152,1261.862,1248.939,139322,-0.297,-2
2500,2014:02:06,1257.152,1269.884,1279.29,1252.154,194740,-12.732,-100
2501,2014:02:05,1269.884,1264.111,1272.733,1256.997,177074,5.773,46
2502,2014:02:04,1264.111,1237.208,1265.647,1231.696,174726,26.903,217
2503,2014:02:03,1237.208,1241.444,1243.784,1236.02,78231,-4.236,-34
2504,2014:01:31,1241.444,1254.936,1255.91,1235.72,121610,-13.492,-108
2505,2014:01:30,1254.936,1253.87,1262.408,1252.677,56285,1.066,9
2506,2014:01:29,1253.87,1242.456,1255.046,1237.908,121556,11.414,92
2507,2014:01:28,1242.456,1241.879,1245.443,1236.48,96393,0.577,5
2508,2014:01:27,1241.879,1245.062,1245.378,1234.29,124917,-3.183,-26
2509,2014:01:24,1245.062,1253.192,1255.444,1241.865,134043,-8.13,-65
2510,2014:01:23,1253.192,1248.31,1255.251,1243.79,125239,4.882,39
2511,2014:01:22,1248.31,1228.063,1249.106,1227.269,180265,20.247,165
2512,2014:01:21,1228.063,1225.97,1231.662,1223.666,121144,2.093,17
2513,2014:01:20,1225.97,1232.12,1232.588,1218.562,182988,-6.15,-50
2514,2014:01:17,1232.12,1238.104,1245.408,1225.116,143157,-5.984,-48
2515,2014:01:16,1238.104,1236.895,1248.486,1214.4,176318,1.209,10
2516,2014:01:15,1236.895,1224.378,1240.478,1221.974,173156,12.517,102
2517,2014:01:14,1224.378,1205.094,1230.961,1203.666,210609,19.284,160
2518,2014:01:13,1205.094,1196.65,1214.888,1182.444,164209,8.444,71
2519,2014:01:10,1196.65,1213.404,1216.304,1194.9,126454,-16.754,-138
2520,2014:01:09,1213.404,1210.66,1219.074,1209.099,127784,2.744,23
2521,2014:01:08,1210.66,1204.042,1216.021,1201.296,98425,6.618,55
2522,2014:01:07,1204.042,1198.881,1205.656,1196.274,67026,5.161,43
2523,2014:01:06,1198.881,1203.356,1206.342,1192.832,136925,-4.475,-37
2524,2014:01:03,1203.356,1188.73,1207.671,1187.24,178070,14.626,123
2525,2014:01:02,1188.73,1218.426,1226.7,1187.414,289849,-29.696,-244
2526,2014:01:01,1218.426,1230.913,1244.762,1216.276,249322,-12.487,-101
2527,2013:12:31,1230.913,1241.422,1248.202,1227.408,183649,-10.509,-85
2528,2013:12:30,1241.422,1238.892,1252.128,1227.916,168406,2.53,20
2529,2013:12:27,1238.892,1225.422,1238.962,1220.644,146640,13.47,110
2530,2013:12:26,1225.422,1252.359,1257.08,1224.05,178961,-26.937,-215
2531,2013:12:25,1252.359,1262.234,1263.467,1251.242,152200,-9.875,-78
2532,2013:12:24,1262.234,1240.292,1267.964,1238.028,158813,21.942,177
2533,2013:12:23,1240.292,1228.952,1243.203,1225.384,105586,11.34,92
2534,2013:12:20,1228.952,1225.248,1245.04,1212.43,217028,3.704,30
2535,2013:12:19,1225.248,1243.658,1243.955,1217.152,204000,-18.41,-148
2536,2013:12:18,1243.658,1223.508,1251.836,1211.784,215591,20.15,165
2537,2013:12:17,1223.508,1219.643,1226.402,1215.422,126889,3.865,32
2538,2013:12:16,1219.643,1251.215,1251.576,1217.892,172901,-31.572,-252
2539,2013:12:13,1251.215,1244.1,1254.942,1240.914,81713,7.115,57
2540,2013:12:12,1244.1,1237.838,1245.934,1234.789,64623,6.262,51
2541,2013:12:11,1237.838,1242.812,1254.888,1236.423,131896,-4.974,-40
2542,2013:12:10,1242.812,1251.402,1258.372,1239.806,115476,-8.59,-69
