,Date,Price,Open,High,Low,Vol.,detail,dt_percent
1170,2019:04:05,1309.292,1312.352,1320.434,1303.354,14474,-3.06,-23
1171,2019:04:04,1312.352,1306.482,1317.002,1298.803,18397,5.87,45
1172,2019:04:03,1306.482,1303.734,1310.931,1302.398,9081,2.748,21
1173,2019:04:02,1303.734,1302.434,1306.776,1298.325,8861,1.3,10
1174,2019:04:01,1302.434,1296.388,1306.447,1294.19,11199,6.046,47
1175,2019:03:29,1296.388,1309.252,1310.419,1292.927,11420,-12.864,-98
1176,2019:03:28,1309.252,1301.446,1311.288,1300.694,9484,7.806,60
1177,2019:03:27,1301.446,1293.49,1302.26,1292.137,10408,7.956,62
1178,2019:03:26,1293.49,1298.889,1299.148,1290.558,9505,-5.399,-42
1179,2019:03:25,1298.889,1285.471,1300.836,1285.277,15172,13.418,104
1180,2019:03:22,1285.471,1286.319,1289.054,1280.922,12431,-0.848,-7
1181,2019:03:21,1286.319,1287.916,1290.984,1283.706,11310,-1.597,-12
1182,2019:03:20,1287.916,1286.688,1289.642,1281.253,12228,1.228,10
1183,2019:03:19,1286.688,1293.311,1297.12,1282.946,14414,-6.623,-51
1184,2019:03:18,1293.311,1312.971,1315.258,1290.315,17191,-19.66,-150
1185,2019:03:15,1312.971,1320.022,1327.342,1312.725,13813,-7.051,-53
1186,2019:03:14,1320.022,1328.974,1329.947,1316.972,11710,-8.952,-67
1187,2019:03:13,1328.974,1327.536,1330.25,1323.576,11385,1.438,11
1188,2019:03:12,1327.536,1328.062,1332.606,1325.234,11610,-0.526,-4
1189,2019:03:11,1328.062,1323.356,1333.127,1321.692,12382,4.706,36
1190,2019:03:08,1323.356,1338.543,1341.574,1321.214,15569,-15.187,-113
1191,2019:03:07,1338.543,1341.008,1346.743,1337.076,15058,-2.465,-18
1192,2019:03:06,1341.008,1326.499,1341.88,1323.016,12023,14.509,109
1193,2019:03:05,1326.499,1321.053,1327.598,1320.676,5699,5.446,41
1194,2019:03:04,1321.053,1312.133,1322.543,1311.491,11645,8.92,68
1195,2019:03:01,1312.133,1306.336,1314.416,1302.449,14215,5.797,44
1196,2019:02:28,1306.336,1310.764,1318.192,1305.14,11236,-4.428,-34
1197,2019:02:27,1310.764,1308.115,1314.795,1306.604,8840,2.649,20
1198,2019:02:26,1308.115,1314.12,1314.887,1303.764,9748,-6.005,-46
1199,2019:02:25,1314.12,1310.258,1315.652,1307.89,8793,3.862,29
1200,2019:02:22,1310.258,1306.508,1311.958,1302.887,10754,3.75,29
1201,2019:02:21,1306.508,1315.177,1315.872,1305.854,8698,-8.669,-66
1202,2019:02:20,1315.177,1311.714,1316.95,1310.815,8951,3.463,26
1203,2019:02:19,1311.714,1317.796,1319.129,1308.713,9269,-6.082,-46
1204,2019:02:18,1317.796,1321.293,1323.582,1316.244,12772,-3.497,-26
1205,2019:02:15,1321.293,1319.815,1326.312,1317.539,13473,1.478,11
1206,2019:02:14,1319.815,1311.478,1323.374,1309.164,22725,8.337,64
1207,2019:02:13,1311.478,1303.179,1312.084,1302.834,22060,8.299,64
1208,2019:02:12,1303.179,1303.2,1304.52,1297.772,17728,-0.021,0
1209,2019:02:11,1303.2,1281.019,1304.099,1280.058,23964,22.181,173
1210,2019:02:08,1281.019,1282.793,1284.895,1276.914,22486,-1.774,-14
1211,2019:02:07,1282.793,1285.024,1286.594,1278.753,16078,-2.231,-17
1212,2019:02:06,1285.024,1280.28,1285.62,1277.542,16692,4.744,37
1213,2019:02:05,1280.28,1281.689,1283.652,1276.851,9252,-1.409,-11
1214,2019:02:04,1281.689,1292.038,1292.636,1280.717,21341,-10.349,-80
1215,2019:02:01,1292.038,1293.663,1295.431,1288.818,21633,-1.625,-13
1216,2019:01:31,1293.663,1289.372,1295.046,1287.977,18042,4.291,33
1217,2019:01:30,1289.372,1291.416,1294.707,1286.811,26076,-2.044,-16
1218,2019:01:29,1291.416,1287.62,1295.954,1287.496,23716,3.796,29
1219,2019:01:28,1287.62,1286.498,1295.254,1286.498,24332,1.122,9
1220,2019:01:25,1286.498,1293.202,1297.194,1286.145,26107,-6.704,-52
1221,2019:01:24,1293.202,1285.293,1293.928,1280.151,31674,7.909,62
1222,2019:01:23,1285.293,1289.123,1290.323,1279.437,23066,-3.83,-30
1223,2019:01:22,1289.123,1285.145,1295.106,1282.728,27752,3.978,31
1224,2019:01:21,1285.145,1294.097,1298.633,1276.699,46179,-8.952,-69
1225,2019:01:18,1294.097,1284.343,1295.01,1284.343,45803,9.754,76
1226,2019:01:17,1284.343,1282.413,1288.84,1278.782,32959,1.93,15
1227,2019:01:16,1282.413,1281.362,1284.202,1277.556,23484,1.051,8
1228,2019:01:15,1281.362,1275.606,1282.237,1274.341,31068,5.756,45
1229,2019:01:14,1275.606,1266.828,1278.991,1266.648,40273,8.778,69
1230,2019:01:11,1266.828,1269.305,1279.128,1264.392,41428,-2.477,-20
1231,2019:01:08,1269.03,1255.984,1270.062,1255.984,25651,13.046,104
1232,2019:01:07,1255.984,1259.956,1262.83,1254.014,27489,-3.972,-32
1233,2019:01:04,1259.956,1243.045,1266.558,1242.793,41569,16.911,136
1234,2019:01:03,1243.045,1249.392,1258.094,1241.854,43384,-6.347,-51
1235,2019:01:02,1249.392,1245.964,1250.479,1245.168,17436,3.428,28
1236,2019:01:01,1245.964,1238.593,1248.202,1235.867,21300,7.371,60
1237,2018:12:31,1238.593,1241.939,1243.084,1233.0,21883,-3.346,-27
1238,2018:12:28,1241.939,1245.762,1246.85,1240.181,20333,-3.823,-31
1239,2018:12:27,1245.762,1243.064,1247.244,1242.092,21713,2.698,22
1240,2018:12:26,1243.064,1244.426,1249.576,1241.092,24646,-1.362,-11
1241,2018:12:25,1244.426,1248.084,1251.276,1241.642,28287,-3.658,-29
1242,2018:12:24,1248.084,1237.916,1250.082,1237.384,34975,10.168,82
1243,2018:12:21,1237.916,1237.032,1244.356,1234.788,36446,0.884,7
1244,2018:12:20,1237.032,1238.626,1239.441,1233.416,17086,-1.594,-13
1245,2018:12:19,1238.626,1230.688,1242.04,1230.529,30049,7.938,65
1246,2018:12:18,1230.688,1222.028,1235.074,1221.381,32307,8.66,71
1247,2018:12:17,1222.028,1224.358,1225.562,1216.751,23495,-2.33,-19
1248,2018:12:14,1224.358,1220.956,1229.091,1220.556,30399,3.402,28
1249,2018:12:13,1220.956,1215.028,1226.386,1211.281,39702,5.928,49
1250,2018:12:12,1215.028,1222.952,1225.371,1211.98,25703,-7.924,-65
1251,2018:12:11,1222.952,1223.148,1228.146,1221.821,19465,-0.196,-2
1252,2018:12:10,1223.148,1227.481,1228.7,1220.382,19450,-4.333,-35
1253,2018:12:07,1227.481,1226.053,1229.18,1224.998,12401,1.428,12
1254,2018:12:04,1226.053,1221.618,1230.003,1219.866,23779,4.435,36
1255,2018:12:03,1221.618,1224.062,1228.884,1219.964,31508,-2.444,-20
1256,2018:11:30,1224.062,1221.811,1225.298,1218.096,24823,2.251,18
1257,2018:11:29,1221.811,1213.43,1225.364,1213.266,32839,8.381,69
1258,2018:11:28,1213.43,1211.122,1216.576,1207.677,40283,2.308,19
1259,2018:11:27,1211.122,1202.146,1216.682,1197.76,45392,8.976,75
1260,2018:11:26,1202.146,1200.625,1205.308,1196.436,32052,1.521,13
1261,2018:11:23,1200.625,1209.832,1211.604,1200.186,22841,-9.207,-76
1262,2018:11:22,1209.832,1223.456,1223.826,1206.734,32989,-13.624,-111
1263,2018:11:21,1223.456,1226.662,1227.312,1220.282,31261,-3.206,-26
1264,2018:11:20,1226.662,1227.132,1236.911,1223.04,42771,-0.47,-4
1265,2018:11:19,1227.132,1231.82,1235.955,1223.533,24814,-4.688,-38
1266,2018:11:16,1231.82,1233.05,1235.174,1226.922,24104,-1.23,-10
1267,2018:11:15,1233.05,1233.281,1236.524,1229.836,43435,-0.231,-2
1268,2018:11:14,1233.281,1214.65,1237.504,1214.65,34943,18.631,153
1269,2018:11:13,1214.65,1223.114,1223.406,1212.001,29281,-8.464,-69
1270,2018:11:12,1223.114,1229.521,1230.728,1219.922,33349,-6.407,-52
1271,2018:11:09,1229.521,1233.903,1235.467,1224.426,34059,-4.382,-36
1272,2018:11:08,1233.903,1232.106,1243.47,1230.156,45365,1.797,15
1273,2018:11:07,1232.106,1234.077,1239.268,1228.134,37064,-1.971,-16
1274,2018:11:06,1234.077,1230.308,1234.868,1225.719,27589,3.769,31
1275,2018:11:05,1230.308,1222.018,1239.806,1221.754,29930,8.29,68
1276,2018:11:02,1222.018,1226.682,1229.626,1220.137,24231,-4.664,-38
1277,2018:11:01,1226.682,1226.132,1230.864,1223.111,27539,0.55,4
1278,2018:10:31,1226.132,1222.482,1230.256,1218.737,32216,3.65,30
1279,2018:10:30,1222.482,1224.924,1229.555,1220.668,29255,-2.442,-20
1280,2018:10:29,1224.924,1227.004,1232.538,1223.508,29709,-2.08,-17
1281,2018:10:26,1227.004,1217.62,1233.292,1216.991,34638,9.384,77
1282,2018:10:25,1217.62,1224.235,1224.255,1215.898,39858,-6.615,-54
1283,2018:10:24,1224.235,1194.599,1226.4,1191.367,65384,29.636,248
1284,2018:10:23,1194.599,1189.743,1195.092,1185.375,27963,4.856,41
1285,2018:10:22,1189.743,1188.097,1191.98,1183.382,28553,1.646,14
1286,2018:10:19,1188.097,1203.782,1204.19,1182.9,31799,-15.685,-130
1287,2018:10:18,1203.782,1199.938,1205.87,1197.296,38015,3.844,32
1288,2018:10:17,1199.938,1197.646,1206.814,1196.02,32890,2.292,19
1289,2018:10:16,1197.646,1203.102,1208.405,1196.674,34174,-5.456,-45
1290,2018:10:15,1203.102,1188.72,1208.297,1188.594,35003,14.382,121
1291,2018:10:12,1188.72,1191.82,1192.588,1184.62,27675,-3.1,-26
1292,2018:10:11,1191.82,1182.907,1194.014,1180.77,27324,8.913,75
1293,2018:10:10,1182.907,1194.52,1198.662,1181.906,31998,-11.613,-97
1294,2018:10:09,1194.52,1201.088,1202.582,1190.588,39772,-6.568,-55
1295,2018:10:04,1201.088,1198.94,1203.409,1197.197,23245,2.148,18
1296,2018:10:03,1198.94,1198.717,1204.234,1194.464,26426,0.223,2
1297,2018:10:02,1198.717,1207.157,1211.153,1192.023,34547,-8.44,-70
1298,2018:10:01,1207.157,1204.051,1208.498,1201.344,26867,3.106,26
1299,2018:09:28,1204.051,1198.512,1206.248,1197.744,26736,5.539,46
1300,2018:09:27,1198.512,1201.302,1203.628,1195.9,31725,-2.79,-23
1301,2018:09:26,1201.302,1194.061,1204.919,1192.89,24344,7.241,61
1302,2018:09:25,1194.061,1201.529,1208.648,1192.938,31608,-7.468,-62
1303,2018:09:24,1201.529,1206.152,1212.748,1200.148,35944,-4.623,-38
1304,2018:09:21,1206.152,1198.468,1208.543,1192.731,33299,7.684,64
1305,2018:09:20,1198.468,1195.799,1199.462,1187.818,25168,2.669,22
1306,2018:09:19,1195.799,1196.55,1198.62,1191.638,26139,-0.751,-6
1307,2018:09:18,1196.55,1200.247,1203.574,1193.525,42550,-3.697,-31
1308,2018:09:17,1200.247,1195.956,1207.084,1195.672,33278,4.291,36
1309,2018:09:14,1195.956,1191.406,1198.546,1190.921,24942,4.55,38
1310,2018:09:13,1191.406,1201.388,1202.32,1189.686,33338,-9.982,-83
1311,2018:09:12,1201.388,1201.055,1203.954,1195.732,18826,0.333,3
1312,2018:09:11,1201.055,1200.085,1208.948,1198.249,34713,0.97,8
1313,2018:09:10,1200.085,1206.691,1207.962,1195.945,45587,-6.606,-55
1314,2018:09:07,1206.691,1201.045,1207.373,1200.889,29746,5.646,47
1315,2018:09:06,1201.045,1211.288,1214.41,1199.686,28713,-10.243,-85
1316,2018:09:05,1211.288,1205.782,1212.453,1203.214,24872,5.506,46
1317,2018:09:04,1205.782,1185.278,1208.715,1183.15,36875,20.504,173
1318,2018:09:03,1185.278,1195.946,1196.76,1183.862,29117,-10.668,-89
1319,2018:08:31,1195.946,1195.828,1201.715,1192.658,31072,0.118,1
1320,2018:08:30,1195.828,1190.586,1197.057,1187.713,29051,5.242,44
1321,2018:08:29,1190.586,1184.679,1190.924,1182.895,27287,5.907,50
1322,2018:08:28,1184.679,1174.27,1185.23,1171.918,38605,10.409,89
1323,2018:08:27,1174.27,1174.954,1182.185,1160.324,59887,-0.684,-6
1324,2018:08:24,1174.954,1194.111,1194.751,1173.101,38846,-19.157,-160
1325,2018:08:23,1194.111,1193.804,1198.788,1191.98,26298,0.307,3
1326,2018:08:22,1193.804,1212.019,1213.983,1191.573,40699,-18.215,-150
1327,2018:08:21,1212.019,1212.332,1217.194,1205.78,42108,-0.313,-3
1328,2018:08:20,1212.332,1213.685,1217.404,1210.832,25778,-1.353,-11
1329,2018:08:17,1213.685,1211.032,1215.959,1206.535,24377,2.653,22
1330,2018:08:16,1211.032,1207.36,1216.24,1207.36,18929,3.672,30
1331,2018:08:15,1207.36,1213.879,1217.988,1206.456,20913,-6.519,-54
1332,2018:08:14,1213.879,1207.936,1220.115,1204.528,32287,5.943,49
1333,2018:08:13,1207.936,1216.028,1221.164,1207.214,26712,-8.092,-67
1334,2018:08:10,1216.028,1223.818,1224.961,1215.855,27681,-7.79,-64
1335,2018:08:09,1223.818,1221.595,1228.589,1214.004,36609,2.223,18
1336,2018:08:06,1221.595,1223.459,1225.133,1219.041,19248,-1.864,-15
1337,2018:08:03,1223.459,1222.76,1227.48,1217.594,30724,0.699,6
1338,2018:08:02,1222.76,1232.306,1235.298,1222.411,34598,-9.546,-77
1339,2018:08:01,1232.306,1224.528,1234.222,1223.296,36918,7.778,64
1340,2018:07:31,1224.528,1224.76,1229.624,1218.192,38864,-0.232,-2
1341,2018:07:30,1224.76,1231.212,1235.238,1222.338,38280,-6.452,-52
1342,2018:07:27,1231.212,1223.223,1232.37,1215.64,48457,7.989,65
1343,2018:07:26,1223.223,1227.54,1229.603,1211.52,49987,-4.317,-35
1344,2018:07:25,1227.54,1227.801,1229.281,1221.094,27198,-0.261,-2
1345,2018:07:24,1227.801,1241.072,1245.101,1226.168,32658,-13.271,-107
1346,2018:07:23,1241.072,1241.68,1245.654,1238.374,23234,-0.608,-5
1347,2018:07:20,1241.68,1247.039,1248.206,1236.518,29387,-5.359,-43
1348,2018:07:19,1247.039,1242.236,1248.628,1241.416,26403,4.803,39
1349,2018:07:18,1242.236,1255.712,1257.05,1241.605,41216,-13.476,-107
1350,2018:07:17,1255.712,1257.876,1260.45,1247.356,28478,-2.164,-17
1351,2018:07:16,1257.876,1255.257,1266.023,1255.013,25249,2.619,21
1352,2018:07:13,1255.257,1257.498,1259.575,1252.934,31319,-2.241,-18
1353,2018:07:12,1257.498,1256.912,1259.815,1251.38,30873,0.586,5
1354,2018:07:11,1256.912,1252.26,1261.181,1252.108,24692,4.652,37
1355,2018:07:10,1252.26,1242.036,1256.98,1238.02,30527,10.224,82
1356,2018:07:09,1242.036,1253.022,1254.334,1239.708,27013,-10.986,-88
1357,2018:07:06,1253.022,1248.34,1255.674,1245.994,28835,4.682,38
1358,2018:07:05,1248.34,1252.37,1254.316,1245.98,31954,-4.03,-32
1359,2018:07:04,1252.37,1258.84,1260.18,1250.792,37391,-6.47,-51
1360,2018:07:03,1258.84,1265.622,1267.804,1254.791,30457,-6.782,-54
1361,2018:07:02,1265.622,1269.96,1272.702,1264.533,27933,-4.338,-34
1362,2018:06:29,1269.96,1267.142,1271.176,1266.75,26452,2.818,22
1363,2018:06:28,1267.142,1268.126,1270.234,1261.259,37398,-0.984,-8
1364,2018:06:27,1268.126,1274.847,1276.505,1267.595,33068,-6.721,-53
1365,2018:06:26,1274.847,1278.362,1284.098,1270.442,38880,-3.515,-27
1366,2018:06:25,1278.362,1279.665,1282.462,1277.124,25169,-1.303,-10
1367,2018:06:22,1279.665,1302.348,1303.252,1275.502,47867,-22.683,-174
1368,2018:06:21,1302.348,1299.554,1309.404,1297.578,38660,2.794,21
1369,2018:06:20,1299.554,1296.008,1301.259,1292.051,38108,3.546,27
1370,2018:06:19,1296.008,1300.188,1300.756,1292.896,30110,-4.18,-32
1371,2018:06:18,1300.188,1299.235,1302.334,1294.206,22521,0.953,7
1372,2018:06:15,1299.235,1296.96,1300.586,1292.707,30814,2.275,18
1373,2018:06:14,1296.96,1296.608,1303.327,1294.944,33665,0.352,3
1374,2018:06:13,1296.608,1296.028,1301.913,1293.902,29172,0.58,4
1375,2018:06:12,1296.028,1292.02,1300.631,1289.908,30669,4.008,31
1376,2018:06:11,1292.02,1293.668,1298.09,1290.306,29740,-1.648,-13
1377,2018:06:08,1293.668,1298.447,1300.73,1289.567,44349,-4.779,-37
1378,2018:06:07,1298.447,1301.171,1306.912,1297.542,47747,-2.724,-21
1379,2018:06:06,1301.171,1299.151,1304.405,1295.91,55010,2.02,16
1380,2018:06:05,1299.151,1298.138,1306.723,1292.892,63789,1.013,8
1381,2018:06:04,1298.138,1301.826,1301.826,1295.512,22204,-3.688,-28
1382,2018:06:01,1301.826,1304.872,1307.89,1299.902,30535,-3.046,-23
1383,2018:05:31,1304.872,1293.508,1306.636,1292.84,34805,11.364,88
1384,2018:05:30,1293.508,1291.41,1299.008,1287.877,45768,2.098,16
1385,2018:05:29,1291.41,1292.686,1296.641,1287.951,29969,-1.276,-10
1386,2018:05:28,1292.686,1292.603,1293.218,1282.031,30053,0.083,1
1387,2018:05:25,1292.603,1290.964,1294.278,1286.12,26819,1.639,13
1388,2018:05:24,1290.964,1290.696,1294.471,1284.914,35667,0.268,2
1389,2018:05:23,1290.696,1290.983,1297.028,1286.375,38307,-0.287,-2
1390,2018:05:22,1290.983,1313.548,1314.988,1288.713,40797,-22.565,-172
1391,2018:05:21,1313.548,1318.571,1322.431,1313.012,28310,-5.023,-38
1392,2018:05:18,1318.571,1321.312,1326.046,1317.645,33072,-2.741,-21
1393,2018:05:17,1321.312,1312.801,1323.187,1310.79,52216,8.511,65
1394,2018:05:16,1312.801,1314.514,1317.503,1304.332,47936,-1.713,-13
1395,2018:05:15,1314.514,1314.304,1318.04,1306.159,56556,0.21,2
1396,2018:05:14,1314.304,1314.994,1319.17,1310.27,34494,-0.69,-5
1397,2018:05:11,1314.994,1312.267,1315.743,1307.946,48367,2.727,21
1398,2018:05:10,1312.267,1304.86,1318.184,1304.662,50636,7.407,57
1399,2018:05:09,1304.86,1304.089,1313.724,1303.964,57956,0.771,6
1400,2018:05:08,1304.089,1315.6,1316.366,1301.756,37257,-11.511,-87
1401,2018:05:07,1315.6,1323.699,1325.032,1310.3,43723,-8.099,-61
1402,2018:05:04,1323.699,1317.037,1325.294,1315.41,40118,6.662,51
1403,2018:05:03,1317.037,1322.877,1326.716,1315.286,48399,-5.84,-44
1404,2018:05:02,1322.877,1330.47,1332.132,1318.864,36740,-7.593,-57
1405,2018:05:01,1330.47,1324.848,1332.78,1322.08,46921,5.622,42
1406,2018:04:30,1324.848,1336.154,1336.154,1322.182,42431,-11.306,-85
1407,2018:04:27,1336.154,1345.742,1346.244,1335.006,41559,-9.588,-71
1408,2018:04:26,1345.742,1349.41,1354.757,1340.97,57438,-3.668,-27
1409,2018:04:25,1349.41,1347.172,1355.81,1342.376,45354,2.238,17
1410,2018:04:24,1347.172,1345.886,1349.45,1337.71,40254,1.286,10
1411,2018:04:23,1345.886,1345.9,1350.586,1340.26,47180,-0.014,0
1412,2018:04:20,1345.9,1335.099,1347.286,1333.481,44383,10.801,81
1413,2018:04:19,1335.099,1353.275,1353.275,1333.776,59398,-18.176,-134
1414,2018:04:18,1353.275,1339.725,1365.37,1339.253,62962,13.55,101
1415,2018:04:17,1339.725,1336.3,1342.728,1331.092,43060,3.425,26
1416,2018:04:16,1336.3,1333.332,1338.1,1326.93,38702,2.968,22
1417,2018:04:13,1333.332,1326.647,1335.592,1320.075,67452,6.685,50
1418,2018:04:12,1326.647,1333.378,1334.966,1322.84,38397,-6.731,-50
1419,2018:04:11,1333.378,1332.76,1348.266,1331.564,51459,0.618,5
1420,2018:04:10,1332.76,1341.506,1342.56,1328.94,39064,-8.746,-65
1421,2018:04:09,1341.506,1325.238,1344.99,1324.854,38601,16.268,123
1422,2018:04:06,1325.238,1325.042,1328.386,1321.248,38615,0.196,1
1423,2018:04:05,1325.042,1345.091,1347.156,1323.508,44931,-20.049,-149
1424,2018:04:04,1345.091,1353.776,1356.917,1339.925,42407,-8.685,-64
1425,2018:04:03,1353.776,1348.008,1355.948,1343.552,33769,5.768,43
1426,2018:04:02,1348.008,1328.874,1350.334,1328.874,57205,19.134,144
1427,2018:03:30,1328.874,1332.231,1335.041,1324.806,50363,-3.357,-25
1428,2018:03:29,1332.231,1311.208,1336.814,1309.874,72530,21.023,160
1429,2018:03:28,1311.208,1317.085,1318.379,1307.21,30433,-5.877,-45
1430,2018:03:27,1317.085,1314.435,1319.726,1307.77,32893,2.65,20
1431,2018:03:26,1314.435,1316.301,1321.769,1309.687,32490,-1.866,-14
1432,2018:03:23,1316.301,1325.068,1328.012,1315.046,32562,-8.767,-66
1433,2018:03:22,1325.068,1326.431,1330.162,1321.522,36657,-1.363,-10
1434,2018:03:21,1326.431,1322.932,1328.42,1313.678,48294,3.499,26
1435,2018:03:20,1322.932,1323.532,1324.408,1315.109,28888,-0.6,-5
1436,2018:03:19,1323.532,1321.922,1325.258,1312.862,50030,1.61,12
1437,2018:03:16,1321.922,1325.626,1329.146,1319.049,36881,-3.704,-28
1438,2018:03:15,1325.626,1334.716,1340.6,1322.27,46452,-9.09,-68
1439,2018:03:14,1334.716,1320.201,1338.469,1320.024,39196,14.515,110
1440,2018:03:13,1320.201,1322.064,1327.87,1317.609,32008,-1.863,-14
1441,2018:03:12,1322.064,1316.982,1325.58,1315.268,46551,5.082,39
1442,2018:03:09,1316.982,1318.381,1321.252,1302.832,67947,-1.399,-11
1443,2018:03:08,1318.381,1318.634,1322.64,1315.734,34888,-0.253,-2
1444,2018:03:07,1318.634,1333.172,1336.836,1313.452,49877,-14.538,-109
1445,2018:03:06,1333.172,1329.623,1341.072,1326.728,36841,3.549,27
1446,2018:03:05,1329.623,1331.824,1332.337,1325.876,30203,-2.201,-17
1447,2018:03:02,1331.824,1324.57,1332.07,1321.026,43211,7.254,55
1448,2018:03:01,1324.57,1329.662,1336.35,1322.438,63516,-5.092,-38
1449,2018:02:28,1329.662,1346.65,1348.412,1328.582,44679,-16.988,-126
1450,2018:02:27,1346.65,1347.532,1351.463,1345.818,22073,-0.882,-7
1451,2018:02:26,1347.532,1352.557,1361.796,1344.9,54262,-5.025,-37
1452,2018:02:23,1352.557,1350.656,1357.19,1348.612,50400,1.901,14
1453,2018:02:22,1350.656,1329.356,1355.522,1318.002,81020,21.3,160
1454,2018:02:21,1329.356,1322.738,1331.034,1321.672,36945,6.618,50
1455,2018:02:20,1322.738,1316.47,1326.697,1314.294,39344,6.268,48
1456,2018:02:19,1316.47,1318.781,1322.835,1311.207,80424,-2.311,-18
1457,2018:02:16,1318.781,1318.475,1322.333,1307.081,71427,0.306,2
1458,2018:02:15,1318.475,1324.294,1332.363,1311.378,71427,-5.819,-44
1459,2018:02:14,1324.294,1339.67,1346.192,1320.264,104863,-15.376,-115
1460,2018:02:13,1339.67,1333.081,1341.784,1329.056,83166,6.589,49
1461,2018:02:12,1333.081,1349.77,1350.18,1327.472,71837,-16.689,-124
1462,2018:02:09,1349.77,1345.057,1351.06,1337.328,50978,4.713,35
1463,2018:02:08,1345.057,1338.55,1347.532,1332.9,73695,6.507,49
1464,2018:02:07,1338.55,1340.388,1349.067,1334.502,56107,-1.838,-14
1465,2018:02:06,1340.388,1349.765,1352.506,1337.64,49754,-9.377,-69
1466,2018:02:05,1349.765,1348.25,1357.233,1344.668,68504,1.515,11
1467,2018:02:02,1348.25,1358.544,1366.112,1342.442,91452,-10.294,-76
1468,2018:02:01,1358.544,1341.26,1362.236,1339.58,45406,17.284,129
1469,2018:01:31,1341.26,1333.934,1341.849,1331.474,35312,7.326,55
1470,2018:01:30,1333.934,1331.678,1335.784,1328.5,30245,2.256,17
1471,2018:01:29,1331.678,1326.879,1338.161,1326.336,38774,4.799,36
1472,2018:01:26,1326.879,1327.366,1333.2,1324.3,43566,-0.487,-4
1473,2018:01:25,1327.366,1338.564,1344.082,1326.388,47612,-11.198,-84
1474,2018:01:24,1338.564,1340.793,1342.439,1331.912,37837,-2.229,-17
1475,2018:01:23,1340.793,1338.425,1344.874,1336.003,31881,2.368,18
1476,2018:01:22,1338.425,1322.524,1339.434,1321.502,40549,15.901,120
1477,2018:01:19,1322.524,1316.772,1324.096,1315.82,31769,5.752,44
1478,2018:01:18,1316.772,1312.858,1327.874,1308.318,43827,3.914,30
1479,2018:01:17,1312.858,1320.342,1320.547,1308.868,25232,-7.484,-57
1480,2018:01:16,1320.342,1319.864,1322.18,1314.754,21211,0.478,4
1481,2018:01:15,1319.864,1322.731,1323.508,1313.678,31175,-2.867,-22
1482,2018:01:12,1322.731,1313.136,1326.064,1305.937,31435,9.595,73
1483,2018:01:11,1313.136,1317.625,1321.588,1307.338,32362,-4.489,-34
1484,2018:01:10,1317.625,1303.247,1318.946,1302.9,24327,14.378,110
1485,2018:01:09,1303.247,1294.808,1307.676,1293.944,19500,8.439,65
1486,2018:01:08,1294.808,1287.208,1295.274,1287.064,23017,7.6,59
1487,2018:01:05,1287.208,1282.768,1289.034,1281.351,18689,4.44,35
1488,2018:01:04,1282.768,1274.756,1283.843,1273.408,17345,8.012,63
1489,2018:01:03,1274.756,1266.772,1276.203,1265.082,18005,7.984,63
1490,2018:01:02,1266.772,1265.54,1268.97,1262.892,18578,1.232,10
1491,2018:01:01,1265.54,1261.599,1268.003,1261.426,19037,3.941,31
1492,2017:12:29,1261.599,1262.132,1265.388,1259.236,20429,-0.533,-4
1493,2017:12:28,1262.132,1255.157,1264.084,1252.872,22683,6.975,56
1494,2017:12:27,1255.157,1252.716,1261.957,1252.628,26703,2.441,19
1495,2017:12:26,1252.716,1255.622,1259.174,1250.544,30726,-2.906,-23
1496,2017:12:25,1255.622,1244.505,1257.188,1240.299,44001,11.117,89
1497,2017:12:22,1244.505,1242.196,1246.274,1236.527,20759,2.309,19
1498,2017:12:21,1242.196,1248.3,1251.544,1240.804,19606,-6.104,-49
1499,2017:12:20,1248.3,1247.168,1252.416,1244.006,32549,1.132,9
1500,2017:12:19,1247.168,1263.578,1264.627,1243.958,31093,-16.41,-130
1501,2017:12:18,1263.578,1266.11,1269.346,1262.658,31531,-2.532,-20
1502,2017:12:15,1266.11,1276.075,1277.2,1260.978,35224,-9.965,-78
1503,2017:12:14,1276.075,1280.637,1280.637,1271.202,37713,-4.562,-36
1504,2017:12:13,1280.637,1275.025,1289.304,1271.824,72185,5.612,44
1505,2017:12:12,1275.025,1283.648,1285.382,1270.371,38264,-8.623,-67
1506,2017:12:11,1283.648,1293.576,1296.761,1282.09,41154,-9.928,-77
1507,2017:12:08,1293.576,1294.376,1297.572,1290.712,34139,-0.8,-6
1508,2017:12:07,1294.376,1288.457,1299.326,1286.79,29279,5.919,46
1509,2017:12:06,1288.457,1291.202,1293.339,1285.813,24795,-2.745,-21
1510,2017:12:05,1291.202,1292.21,1293.712,1287.128,18806,-1.008,-8
1511,2017:12:04,1292.21,1280.464,1294.696,1279.115,34381,11.746,92
1512,2017:12:01,1280.464,1276.92,1284.832,1276.272,32220,3.544,28
1513,2017:11:30,1276.92,1294.343,1294.956,1274.518,40079,-17.423,-135
1514,2017:11:29,1294.343,1278.752,1296.984,1278.308,38505,15.591,122
1515,2017:11:28,1278.752,1278.162,1281.884,1275.175,30633,0.59,5
1516,2017:11:27,1278.162,1280.072,1289.606,1276.709,46138,-1.91,-15
1517,2017:11:24,1280.072,1278.412,1283.638,1270.118,33359,1.66,13
1518,2017:11:23,1278.412,1275.413,1279.898,1274.407,22887,2.999,24
